asset,model,level,n,n_dropped,n_hits,expected_hits,hit_rate,kupiec_lr,kupiec_p,ind_lr,ind_p,cc_lr,cc_p,n00,n01,n10,n11,pi01,pi11,longest_run,runs_of_2_or_more,fz0_mean,fz0_n,small_sample,backtest_hash
BTC-USD,ewma,0.025000000000000001,2791,0,86,69.775000000000006,0.030813328556073091,3.6072334864064715,0.057528744618484867,1.7829748251825777,0.18178445893641049,5.4021801741459967,0.067132292794386428,2623,81,81,5,0.029955621301775148,0.058139534883720929,2,5,-2.31496481049449,2791,False,4132499b8074e4257a1441f0d74ddfa746523798aa6c2cafbe474bbacc4f3e0a
BTC-USD,ewma,0.050000000000000003,2791,0,133,139.55000000000001,0.047653170906485132,0.32852821309802493,0.56652701737952249,1.1014035613609394,0.29395828749891328,1.4250151068065406,0.49041291777537921,2533,124,124,9,0.046669175762137749,0.067669172932330823,3,8,-2.6062549321281607,2791,False,b34c064d4997fe89a9e01f73e8c701fc4305bebe020be2dc102cc56744d592c4
BTC-USD,garch11,0.01,2791,0,48,27.91,0.017198136868505912,12.019159078264181,0.00052656454322820773,0.035701895522208815,0.85013243427206175,12.069462058615443,0.0023941403943539903,2695,47,47,1,0.017140773158278628,0.020833333333333332,2,1,-1.9949498316268879,2791,False,b67a2db51e25128b869ca910f394832699180ce1d359155976b002da3df9166c
BTC-USD,garch11,0.025000000000000001,2791,0,71,69.775000000000006,0.025438910784664995,0.021933396666440785,0.88226441784358467,0.44948250475601981,0.50258080708114039,0.47232578875093623,0.78965203358084501,2649,70,70,1,0.025744759102611255,0.014084507042253521,2,1,-2.368308585274848,2791,False,eee6a64c8bbb09fc134bb3a2146c2d9ab109fcd7ce8a127504df32fcd9d2923f
BTC-USD,garch11,0.050000000000000003,2791,0,103,139.55000000000001,0.036904335363668939,11.040580988132888,0.00089138922297229051,1.1781515228969965,0.27773263023970718,12.191364718675459,0.0022525725522653944,2590,97,97,6,0.03609973948641608,0.058252427184466021,2,6,-2.6243094610463591,2791,False,e6962a9157e997d98603ada4c374bdadc172dfe0503bb4c56680221c6bf2771c
BTC-USD,garch11_t,0.01,2791,0,35,27.91,0.012540308133285561,1.6836192682981732,0.19444423024254384,0.54276077879717377,0.4612908169831893,2.2315231294725208,0.32766564525485337,2721,34,34,1,0.012341197822141561,0.028571428571428571,2,1,-2.0586621495256128,2791,False,eb4d985b7e6a2dc246bbcbf5e3d006da69a0dc4d64cc9f8a85bd54a6f19f3d4d
BTC-USD,garch11_t,0.025000000000000001,2791,0,68,69.775000000000006,0.024364027230383375,0.046699447433184105,0.82890937150471133,0.31740467279394124,0.5731715318837094,0.36280893564264716,0.83409792468942134,2655,67,67,1,0.024614254224834681,0.014705882352941176,2,1,-2.3783957126756987,2791,False,c7b31f7e9b160283766ecb10585e7123693558aa6144f51cb70168d47b298958
BTC-USD,garch11_t,0.050000000000000003,2791,0,130,139.55000000000001,0.046578287352203512,0.70334351654491911,0.40166249974177703,3.6495922948936368,0.056082938550162879,4.34576265611895,0.11384910723881055,2541,119,119,11,0.044736842105263158,0.08461538461538462,2,11,-2.6345459513764751,2791,False,dc18f5767ac503fd586505241f92bd8cf57fe2def75e62836ecb5889e4cd99a9
BTC-USD,gjr,0.01,2791,0,46,27.91,0.016481547832318165,9.907078974408023,0.0016464423158723967,0.072480174612394421,0.78775929549227475,9.9927022421524043,0.0067625778620699186,2699,45,45,1,0.01639941690962099,0.021739130434782608,2,1,-2.053876519416618,2791,False,7e44b89718a5d8a644545f957580e9b9d3ac6e2ecddee3ed4fb7bd1d7fb4a110
BTC-USD,gjr,0.025000000000000001,2791,0,74,69.775000000000006,0.026513794338946614,0.25738161273420701,0.61192475547079217,0.60275029099750554,0.43753058535992551,0.86324929682791662,0.6494531041932512,2643,73,73,1,0.02687776141384389,0.013513513513513514,2,1,-2.4028623114081999,2791,False,114bf339842d1ffc4fe3d2a950d06ad4a2a978744d30f678dc5e07d1f896bca1
BTC-USD,gjr,0.050000000000000003,2791,0,113,139.55000000000001,0.040487280544607665,5.6710305931482026,0.017247320486711269,1.2138691475771566,0.27056719867712642,6.8649876886863694,0.032306273411596406,2571,106,106,7,0.039596563317146061,0.061946902654867256,2,7,-2.6490785661006098,2791,False,1e991a953a6622a0de8a5bfe983f60f1be8d35f4176331d258ef26dce6a3e5db
BTC-USD,har,0.01,2791,0,49,27.91,0.017556431386599784,13.139240572998062,0.00028917504299135253,0.022275154155579457,0.88135744689800866,13.176846206601567,0.0013762083919488387,2693,48,48,1,0.017511856986501276,0.020408163265306121,2,1,-2.0292045634860583,2791,False,7b7cefadfacd92ec09ec93beff70589f3f18e927ebade86fb53df56acbef4c91
BTC-USD,har,0.025000000000000001,2791,0,74,69.775000000000006,0.026513794338946614,0.25738161273420701,0.61192475547079217,0.00074261395684516174,0.97825958322143802,0.26124161978725624,0.87755046976563711,2644,72,72,2,0.026509572901325478,0.027027027027027029,2,2,-2.4123093897005083,2791,False,49616ea72606c963fef67b4c5c8401a0f2932f96d3a2d3fbee2b0759c20f4d94
BTC-USD,har,0.050000000000000003,2791,0,115,139.55000000000001,0.041203869580795416,4.8237209233186604,0.028070685632044904,0.33811171448462574,0.56092120922404853,5.1434150749224727,0.076404969626243519,2566,109,109,6,0.040747663551401872,0.052173913043478258,3,5,-2.6600310424782792,2791,False,887e6cd905a6a44353d315a9dd4dddd0969ee6ab2943de4f5412c893553b6a76
BTC-USD,lgbm,0.01,2791,0,44,27.91,0.015764958796130418,7.9718811385804429,0.0047509540901375866,0.12302074431659094,0.72578106435489598,8.1065880464270208,0.017365079350809318,2703,43,43,1,0.015659140568099052,0.022727272727272728,2,1,-1.9428681321600461,2791,False,46695a39489b169498d21600c79d7bb3c17f35d8b13e979a9440db738468dba9
BTC-USD,lgbm,0.025000000000000001,2791,0,74,69.775000000000006,0.026513794338946614,0.25738161273420701,0.61192475547079217,0.50154499593134005,0.47882204991111899,0.76204400176175113,0.68316285926987452,2645,71,71,3,0.02614138438880707,0.040540540540540543,2,3,-2.3657585721673455,2791,False,3c4fd00a24844b0983d4adcc43c872984ce07efc2d7b4c77647b411a1ac8bdde
BTC-USD,lgbm,0.050000000000000003,2791,0,102,139.55000000000001,0.036546040845575063,11.685462745455993,0.00062990318111969272,0.42459804055238237,0.51465158272856892,12.081948946018201,0.0023792392791301257,2591,97,97,5,0.036086309523809521,0.049019607843137254,2,5,-2.6312465286303959,2791,False,007c9d00705a114ed58678235d3f5143961ce1e275fc885f060aecac4430580c
BTC-USD,moirai,0.01,2791,0,52,27.91,0.018631314940881404,16.745543504102443,4.2742539760500007e-05,0.8785017942976765,0.34861235441491356,17.641565559113133,0.00014763275109026751,2688,50,50,2,0.018261504747991233,0.038461538461538464,2,2,-2.0629105123763725,2791,False,d437e1055aecd57bd1ce350a0a9142f8f0e5f237d25c6410d14cd1a82ff8b84e
BTC-USD,moirai,0.025000000000000001,2791,0,88,69.775000000000006,0.031529917592260835,4.5150748060135584,0.03359741689324753,0.018869389448354923,0.89074158633346834,4.5473956216318356,0.10293085665163923,2617,85,85,3,0.031458179126572908,0.034090909090909088,2,3,-2.4658657914712103,2791,False,47b65d960b84698cbd20bba5a7cab5b511e44ca565510702b71ff91b693092cf
BTC-USD,moirai,0.050000000000000003,2791,0,131,139.55000000000001,0.046936581870297388,0.56242433882812293,0.45328508556472125,0.1240257268930236,0.72470862556058724,0.68002879011874029,0.71176007686030096,2535,124,124,7,0.046634072959759305,0.053435114503816793,3,6,-2.7231027474600902,2791,False,2a0598fd298e5d7d01995da85df5a6a5090a6692420306b03607421b788bf954
BTC-USD,naive,0.01,2791,0,42,27.91,0.015048369759942674,6.2214764141239129,0.012620982426648454,0.18803897182039009,0.66455380046881996,6.4197456804228068,0.040361745336732514,2707,41,41,1,0.014919941775836972,0.023809523809523808,2,1,-2.0160868118025892,2791,False,649e71c46e13624de9a4dab1ef0942c6db8872e4e3abb07ec39ff7c545b540d5
BTC-USD,naive,0.025000000000000001,2791,0,64,69.775000000000006,0.022930849158007881,0.50398198302821129,0.47775567927514706,0.17533518095262934,0.67541314688787102,0.67508566024571337,0.71352141384222878,2663,63,63,1,0.023110785033015408,0.015625,2,1,-2.3702736902892134,2791,False,d2414bf30753954035fd6ab1764ce78e6af67bcaeadcacab62ee08a8beb14e3d
BTC-USD,naive,0.050000000000000003,2791,0,97,139.55000000000001,0.0347545682551057,15.219086815529067,9.5730948969632171e-05,0.74086838641210306,0.38938284492554165,15.928127270166669,0.00034773716550676008,2601,92,92,5,0.03416264389157074,0.051546391752577317,2,5,-2.606747894200804,2791,False,2de5341d107c130fae261996c6d10a1885cb0b06b7ac2adf53a11cacfb2904cb
BTC-USD,patchtst,0.01,2791,0,52,27.91,0.018631314940881404,16.745543504102443,4.2742539760500007e-05,0.8785017942976765,0.34861235441491356,17.641565559113133,0.00014763275109026751,2688,50,50,2,0.018261504747991233,0.038461538461538464,2,2,-1.6224763830048894,2791,False,85dbeabf2a84ad7c8a3ebdd22eb59cc0b40607c67316d618249736ab74e95c3c
BTC-USD,patchtst,0.025000000000000001,2791,0,91,69.775000000000006,0.032604801146542454,6.0522211092888938,0.013888815321854927,0.00036513067163923552,0.98475463624558424,6.0682590658658455,0.048116528505071567,2611,88,88,3,0.032604668395702113,0.032967032967032968,2,3,-2.2073745389038351,2791,False,cb8549ad7b399e39acdcc8210036bc30e02dc9db3fcc89d01903d7bae8a59436
BTC-USD,patchtst,0.050000000000000003,2791,0,133,139.55000000000001,0.047653170906485132,0.32852821309802493,0.56652701737952249,1.1014035613609394,0.29395828749891328,1.4250151068065406,0.49041291777537921,2533,124,124,9,0.046669175762137749,0.067669172932330823,3,8,-2.5377483482421654,2791,False,d7a855dbd4fd9209b1238ecb6456b67db9a542cdf0ae0acc6566d6b0670da23a
BTC-USD,timesfm,0.01,2791,0,50,27.91,0.01791472590469366,14.300870622639991,0.00015579280689640191,1.0541730496359492,0.30454794986500289,15.371103812447927,0.00045941716418699039,2692,48,48,2,0.017518248175182483,0.040000000000000001,2,2,-2.0397543417367734,2791,False,bf617e7170703fd337fb3d0ce03c56c078f32aa0384236e7b39cb23570d15f7b
BTC-USD,timesfm,0.025000000000000001,2791,0,86,69.775000000000006,0.030813328556073091,3.6072334864064715,0.057528744618484867,0.18509133589179783,0.66703385015749306,3.8042966848552169,0.1492476395227276,2620,84,84,2,0.031065088757396449,0.023255813953488372,2,2,-2.4479658972609091,2791,False,2ec384c88091ba5bbeaa8a66b87570a617c214459385a700033af0fe4b7a0e3f
BTC-USD,timesfm,0.050000000000000003,2791,0,129,139.55000000000001,0.046219992834109637,0.86039905853340315,0.35362704199287909,0.18808434580955691,0.66451580517317566,1.0405586518613745,0.59435450615579155,2539,122,122,7,0.045847425779782035,0.054263565891472867,3,6,-2.7087626591147558,2791,False,b2e071515c8a09ee19ab02b1b4a90b45385d37b510e8cec6262141654cd8e378
CAC,autoarima,0.01,5038,0,125,50.380000000000003,0.02481143310837634,79.061869157332239,6.0194999076817249e-19,19.13237746569348,1.2195833179568086e-05,98.224399851642602,4.6864347870718394e-22,4800,112,112,13,0.022801302931596091,0.104,3,12,-2.9923943655245338,5038,False,f556a07001d92791bcc555485bfcc0d723646d2ee83d5c34bb30bf42ec6244d5
CAC,autoarima,0.025000000000000001,5038,0,203,125.95,0.040293767368003178,40.907285489504602,1.5962496299994795e-10,25.266210319258562,4.9938092125024071e-07,66.205124625738335,4.2047468187551003e-15,4656,178,178,25,0.036822507240380636,0.12315270935960591,3,22,-3.3409788753928686,5038,False,bb6419e454e7c64785af6ce6edbdcf7a9846c1d46f221947aa1b238c43530b74
CAC,autoarima,0.050000000000000003,5038,0,303,251.90000000000001,0.060142913854704251,10.276111134682196,0.0013476369057076256,14.204221934022371,0.00016400213306547114,24.50181408602657,4.7807790526584214e-06,4466,268,268,35,0.056611744824672579,0.11551155115511551,3,31,-3.5817813699178376,5038,False,e507fcf67bc7cddf0c32d081bcd9032dac65dbf51d3c063c35f19fc9fe6c80ab
CAC,autoets,0.01,5038,0,123,50.380000000000003,0.024414450178642317,75.399681037549044,3.8445210689146233e-18,10.905192067820053,0.0009589509607996398,86.334212250325436,1.7896331267517445e-19,4801,113,113,10,0.022995522995522995,0.081300813008130079,3,9,-3.0186514243038465,5038,False,13ebf716d1df7176b8eaa1f94f49b5b428dad9e77f6c58474f0dc6f23f6d7121
CAC,autoets,0.025000000000000001,5038,0,195,125.95,0.038705835649067093,33.349911546896919,7.6981321348630138e-09,28.390752141551957,9.9137753034958732e-08,61.768985694696994,3.863982759712315e-14,4672,170,170,25,0.035109458901280463,0.12820512820512819,3,22,-3.354523291016307,5038,False,d4e2ad65968332cac6140b629a239e2b2c13fe11825844a9b950ced0cb0c824a
CAC,autoets,0.050000000000000003,5038,0,293,251.90000000000001,0.058157999206034143,6.7222448814136442,0.0095217702125595938,13.63421732352117,0.00022210043017173016,20.373723366260037,3.7661896289193903e-05,4484,260,260,33,0.054806070826306917,0.11262798634812286,3,29,-3.5905692205796713,5038,False,9bc7e08ccb237705e1ba8331282d7ed9fb3ddb2d2c24efe62dd1efd1a724b02a
CAC,chronos,0.01,5038,0,132,50.380000000000003,0.026200873362445413,92.3898381257859,7.1178646844908838e-22,8.8355444220364916,0.0029541949777620409,101.25838768159724,1.0280648051450342e-22,4783,122,122,10,0.024872579001019367,0.07575757575757576,3,9,-2.9843067830622716,5038,False,f34095ddb934bdb5fa71ede3a152f5c7e9f58ccd4e5b90e5a7bf212f528d4b9d
CAC,chronos,0.025000000000000001,5038,0,225,125.95,0.04466057959507741,65.007805060856526,7.4601997256166047e-16,13.811774808546716,0.00020206588359812124,78.860330709066375,7.5109827747111848e-18,4610,202,202,23,0.04197838736492103,0.10222222222222223,3,19,-3.3356529547395155,5038,False,12218eccd33b9662cf7937c6792a02b112233877c4eaa290777a9caee7c63d20
CAC,chronos,0.050000000000000003,5038,0,324,251.90000000000001,0.064311234616911475,20.000586332342209,7.7418421766082e-06,9.3609326236883135,0.0022165933103684846,29.39189075855893,4.1460259443613711e-07,4424,289,289,35,0.061319753872268193,0.10802469135802469,3,30,-3.5806564332660593,5038,False,d1b34a5f5fc24d84de7c12cc7ff048941a230957fc6e95b513f27fff0f737d74
CAC,ewma,0.01,5038,0,112,50.380000000000003,0.022231044065105201,56.4790749693409,5.6799614071611381e-14,3.7626315733330102,0.0524100324823066,60.266574141036244,8.1899208320223355e-14,4819,106,106,6,0.021522842639593909,0.053571428571428568,3,5,-2.9450873736462349,5038,False,22ed69cf1a304857ebb642c67deb51d946e1738caefac81e08baa6ca5e52db4b
CAC,ewma,0.025000000000000001,5038,0,193,125.95,0.03830885271933307,31.566234430082659,1.9275216699612506e-08,8.3133139329186179,0.0039355519741524434,39.907044520158934,2.1592125107547492e-09,4667,177,177,16,0.036540049545829893,0.082901554404145081,3,14,-3.3174976800561953,5038,False,341edf1306bcc94e9ff756cfa643c452332441009f1ed6109e37385ced8e5368
CAC,ewma,0.050000000000000003,5038,0,303,251.90000000000001,0.060142913854704251,10.276111134682196,0.0013476369057076256,15.7954660245382,7.0571419228915972e-05,26.093058176542399,2.1575675862943722e-06,4467,267,267,36,0.056400506970849175,0.11881188118811881,3,33,-3.5604536789583507,5038,False,20e079312c4669cd897be5a577e2bd4e29cb03ca515bcb35830173ac9f214360
CAC,garch11,0.01,5038,0,108,50.380000000000003,0.021437078205637158,50.136221879089362,1.4343472325812964e-12,2.4677671731415103,0.11620289405321534,52.627233109148165,3.7337181542587682e-12,4826,103,103,5,0.020896733617366606,0.046296296296296294,3,4,-3.098758819797454,5038,False,b6c4dac70bcf5689b5a98d1849e9c04b6011a2dcf68fe116ec8df4fcfba494fd
CAC,garch11,0.025000000000000001,5038,0,179,125.95,0.035529972211194916,20.312299760764517,6.5776385265012814e-06,3.0275779194319057,0.081860132096322494,23.361602422425449,8.4545887960101567e-06,4690,168,168,11,0.034582132564841501,0.061452513966480445,3,10,-3.3868661151188886,5038,False,e82974fa25b5e33ff2f6557c44a10b9ab30c3233cc7767312406eca016acbc22
CAC,garch11,0.050000000000000003,5038,0,287,251.90000000000001,0.056967050416832074,4.9363643637366295,0.026297294533051276,7.8701403691834457,0.0050257751690849341,12.821238247769543,0.0016440063433260312,4491,259,259,28,0.054526315789473687,0.097560975609756101,3,26,-3.5963107254467457,5038,False,5055f69cc8459a95dc78757482112bebd7b93f5571ff1fb7ec3cd1c9f6fff0d7
CAC,garch11_t,0.01,5038,0,74,50.380000000000003,0.014688368400158794,9.7737165327225739,0.0017702425190038783,2.3666016634206244,0.12395663177755528,12.149815104985123,0.0022998587925101479,4892,71,71,3,0.014305863389079186,0.040540540540540543,3,2,-3.1837672879692689,5038,False,1beb18e2469f1a8832ed1554f5046ebe1e5893ca61889c46a3767b020b9a1d0d
CAC,garch11_t,0.025000000000000001,5038,0,173,125.95,0.034339023421992854,16.174794309510389,5.7757556013267332e-05,0.69427460210999925,0.40471422456594919,16.888325279569244,0.00021515268054796702,4699,165,165,8,0.033922697368421052,0.046242774566473986,3,7,-3.4059639375124755,5038,False,ffebf436742e6791354052bf85fb1c7f153d397eb1bafd189eccc7f61852bb61
CAC,garch11_t,0.050000000000000003,5038,0,305,251.90000000000001,0.060539896784438267,11.071867512643621,0.00087647362342729851,10.793354033137803,0.0010186514676740772,21.887547603786516,1.7667676013136053e-05,4460,272,272,33,0.057480980557903634,0.10819672131147541,3,31,-3.596836219288813,5038,False,fa75b37c8d40fc9775b14993f003f43e79fd0b3c85d915d7818a65a38f2a9711
CAC,gjr,0.01,5038,0,100,50.380000000000003,0.019849146486701073,38.370479416519856,5.8510828257361805e-10,0.4689393011010452,0.49347554473211164,38.859419640139549,3.6457278020623111e-09,4840,97,97,3,0.019647559246505974,0.029999999999999999,2,3,-3.1226772766991666,5038,False,77b838d34e2fd10bdfbc3b241e9d12624ad7c6b79ec3468d91fda5d3f25d0572
CAC,gjr,0.025000000000000001,5038,0,181,125.95,0.035926955140928939,21.784824762522021,3.0500301294952097e-06,1.7549122656350846,0.18526038200030723,23.562285239262565,7.6474169584666666e-06,4685,171,171,10,0.035214168039538717,0.055248618784530384,3,9,-3.421710751082093,5038,False,4ced315ef39c6928c035281a1df857b07d4daa58143094211044957d698c8bc3
CAC,gjr,0.050000000000000003,5038,0,289,251.90000000000001,0.057364033346566097,5.5023546047978016,0.01899088576122912,1.8277678005797497,0.17639142942582375,7.34569811415804,0.025403989329366765,4481,267,267,22,0.05623420387531592,0.076124567474048443,3,21,-3.6265586489400654,5038,False,a6c3b9be4f47b1dff3079e9699dfe048b00998728d867064c86765a8f246f8f8
CAC,har,0.01,5038,0,119,50.380000000000003,0.023620484319174274,68.276392894100809,1.4211216152379216e-16,4.7033461365203948,0.030103953320071285,73.007451001679783,1.4016301990095005e-16,4806,112,112,7,0.02277348515656771,0.058823529411764705,3,6,-3.0633156864502964,5038,False,ac27504ddac6bcf89e2376cc3d22aa0efdad6b8e14643930de20bb210da2b530
CAC,har,0.025000000000000001,5038,0,196,125.95,0.038904327113934101,34.257780630648767,4.8274155019826561e-09,22.660908780505906,1.9325986989420024e-06,56.94742446986379,4.3055030088421093e-13,4668,173,173,23,0.035736418095434826,0.11734693877551021,3,21,-3.3794075406867536,5038,False,e7bafcbd60df084c2e97f2ce11acdcd339bbb363df8c6b4a273bd203a498995d
CAC,har,0.050000000000000003,5038,0,304,251.90000000000001,0.060341405319571259,10.670488606191611,0.001088583590344762,13.947681360387378,0.00018796935363552846,24.640073459610903,4.4614500127450958e-06,4464,269,269,35,0.056834988379463346,0.11513157894736842,3,31,-3.6045887944573254,5038,False,d4bacff608c441d5efa76e9dcb2d7b1b25c259e7dabc2458c7b755ea016bb0ed
CAC,lgbm,0.01,5038,0,112,50.380000000000003,0.022231044065105201,56.4790749693409,5.6799614071611381e-14,20.440503959984881,6.1514013641207136e-06,76.944446527688115,1.9576079946754027e-17,4825,100,100,12,0.02030456852791878,0.10714285714285714,3,10,-2.8941882136804398,5038,False,38676282d68da3c77662adb3966ed4360d26d593c28f7ca6101799e220a6ab37
CAC,lgbm,0.025000000000000001,5038,0,167,125.95,0.033148074632790792,12.468356896632486,0.00041390401464964851,16.910073521530876,3.9193036778820206e-05,29.395221454511784,4.1391271145153041e-07,4720,150,150,17,0.030800821355236138,0.10179640718562874,3,15,-3.2739088928840365,5038,False,925b28f9cf53479effa4db266783ba38d6f50f0e94e2f9785787a88ed82e5ae4
CAC,lgbm,0.050000000000000003,5038,0,263,251.90000000000001,0.052203255260023819,0.50785570173502492,0.47606858259590701,16.58121210621357,4.6610488599908047e-05,17.093722561274262,0.00019415353766839919,4541,233,233,30,0.04880603267700042,0.11406844106463879,3,27,-3.5234614444798149,5038,False,81cb32facc491a783dc28cba4f690eee40fcf13007fc1f84e0b17c08a2200ca1
CAC,moirai,0.01,5038,0,143,50.380000000000003,0.028384279475982533,114.86030070533661,8.4441432735905861e-27,11.068914919097551,0.00087787040142829999,125.96671055602883,4.4327817690298182e-28,4763,131,131,12,0.026767470371883938,0.083916083916083919,3,11,-2.9578787783052629,5038,False,2ff044b7ef288b108e319dbd53eefb85c55096107bc34640e87dd9b5242f289e
CAC,moirai,0.025000000000000001,5038,0,218,125.95,0.04327113934100834,56.82984639775168,4.7519911894895839e-14,11.8100318329723,0.00058912425229782381,68.677722093121247,1.2212993687775538e-15,4622,197,197,21,0.040879850591409007,0.096330275229357804,3,17,-3.3279325633218786,5038,False,3eb8bb1067319d7366ee18fdf0327816ea378b6d0b4bd3e3964d9ad1404d4f8d
CAC,moirai,0.050000000000000003,5038,0,331,251.90000000000001,0.065700674870980552,23.897608856202623,1.01597876893719e-06,11.70224789840222,0.00062424639691198978,35.633200956843211,1.8295687174086344e-08,4413,293,293,38,0.062260943476413089,0.11480362537764351,3,34,-3.5832032707951638,5038,False,f865165bf7f8d7e804703f79def081e6bde6f4c5ab67ba6fd4704db937dbeb00
CAC,naive,0.01,5038,0,118,50.380000000000003,0.023421992854307266,66.538257560353031,3.4316824023765883e-16,21.676980475512664,3.2263984459477459e-06,88.242543420216634,6.8924744003153983e-20,4814,105,105,13,0.021345801992274854,0.11016949152542373,3,12,-2.5853988095200733,5038,False,029504b00c97222ebe548d76fd26f5258775994912d236d08052744486342ec8
CAC,naive,0.025000000000000001,5038,0,184,125.95,0.03652242953552997,24.07942404440746,9.2442817837063942e-07,30.08182484016811,4.141950065544849e-08,54.185032935065919,1.7134427461756025e-12,4693,160,160,24,0.032969297341850404,0.13043478260869565,3,22,-3.0902535610219779,5038,False,383aa3e09db2e8f62707e6fa1d300da0db8cc4a96ac3bab126bd6f89293975ef
CAC,naive,0.050000000000000003,5038,0,266,251.90000000000001,0.05279872965462485,0.81649461720826366,0.36620705487160887,32.55925886416253,1.1561303807355256e-08,33.381665305767456,5.6397971078003893e-08,4543,228,228,38,0.047788723538042338,0.14285714285714285,4,32,-3.3923594663350407,5038,False,cde1ce054496fc37f9a12e53d9686f4b02a2c93ac357a4548cadd6f7e8ab5b41
CAC,patchtst,0.01,5038,0,157,50.380000000000003,0.031163159984120684,145.96420668093515,1.3218010288983904e-33,29.252816556454036,6.3523822027885975e-08,175.26024707317606,8.7643739542434115e-39,4743,137,137,20,0.02807377049180328,0.12738853503184713,3,18,-2.2768728158171654,5038,False,532703b587a1b1d004054961414bd846178b609bbd7df34dfaafe7780ddb5ba5
CAC,patchtst,0.025000000000000001,5038,0,234,125.95,0.04644700277888051,76.19048995926596,2.5757922016937794e-18,33.678909177798005,6.5001637057151112e-09,109.9138937382329,1.3567543806533477e-24,4602,201,201,33,0.041848844472204869,0.14102564102564102,3,30,-2.9850699956040052,5038,False,b41622dafaabc722c6b137c6f579a86e4f887dc25cecf782ab1744fd185270dc
