asset,model,loss,origins,n,n_dropped,mean,bandwidth,se,se_iid
BTC-USD,garch11_t,fz0_0p025,2791,2791,0,-2.3783957126756987,8,0.080970760174700049,0.0742083250284271
BTC-USD,garch11_t,fz0_0p05,2791,2791,0,-2.6345459513764751,8,0.062834415657298623,0.055826177119574695
BTC-USD,garch11_t,fz0_avg,2791,2791,0,-2.3572012711925954,8,0.0850245999193604,0.0786550896025279
BTC-USD,gjr,crps,2791,2791,0,0.016472390415348932,8,0.0004999539092686823,0.00035181218349192631
BTC-USD,gjr,log_score,2791,2791,0,-2.0569445157469262,8,0.046031055491578599,0.039492945210270157
BTC-USD,gjr,pinball_0p01,2791,2791,0,0.0012658915586489399,8,0.00017299741189472854,0.00016258454785378427
BTC-USD,gjr,pinball_0p025,2791,2791,0,0.0023525507213728505,8,0.00019583196564238275,0.00017472681777675681
BTC-USD,gjr,pinball_0p05,2791,2791,0,0.0037485621814359891,8,0.00022116723375478374,0.00018633270084345856
BTC-USD,gjr,pinball_avg,2791,2791,0,0.0024556681538192597,8,0.00019516044845600087,0.00017325437017960257
BTC-USD,gjr,qlike,2791,2791,0,0.43386037525058685,8,0.028076824904094539,0.022407703205113871
BTC-USD,gjr,fz0_0p01,2791,2791,0,-2.053876519416618,8,0.18011724890772807,0.17146632402851122
BTC-USD,gjr,fz0_0p025,2791,2791,0,-2.4028623114081999,8,0.095041791533348574,0.087161022859491219
BTC-USD,gjr,fz0_0p05,2791,2791,0,-2.6490785661006098,8,0.062705501206934938,0.055158610799862395
BTC-USD,gjr,fz0_avg,2791,2791,0,-2.3686057989751426,8,0.11166971335575415,0.10379001570828901
BTC-USD,har,crps,2791,2791,0,0.01633584442156177,8,0.00049541517533516438,0.00034792116898794344
BTC-USD,har,log_score,2791,2791,0,-2.0743268128119103,8,0.045229573138655429,0.039680919638467392
BTC-USD,har,pinball_0p01,2791,2791,0,0.0012594813280687395,8,0.00016872043608455835,0.00015931470792217704
BTC-USD,har,pinball_0p025,2791,2791,0,0.0023190914720487977,8,0.00018854633768524006,0.00017115769005051766
BTC-USD,har,pinball_0p05,2791,2791,0,0.0037117082524125398,8,0.00021084483789280523,0.0001823801954632101
BTC-USD,har,pinball_avg,2791,2791,0,0.0024300936841766927,8,0.00018768947786720923,0.00016971056484109409
BTC-USD,har,qlike,2791,2791,0,0.34629927564536506,8,0.030750217708247256,0.030284033368841647
BTC-USD,har,fz0_0p01,2791,2791,0,-2.0292045634860583,8,0.17490483866740097,0.16664989665606297
BTC-USD,har,fz0_0p025,2791,2791,0,-2.4123093897005083,8,0.092862063010088952,0.08584156954712413
BTC-USD,har,fz0_0p05,2791,2791,0,-2.6600310424782792,8,0.061722720452510593,0.054820826750303114
BTC-USD,har,fz0_avg,2791,2791,0,-2.3671816652216155,8,0.10876343050183417,0.10165761101709717
BTC-USD,lgbm,crps,2791,2791,0,0.016429824814897173,8,0.00050193986446632748,0.00034687597678088281
BTC-USD,lgbm,log_score,2791,2791,0,-2.054835140301488,8,0.050174266244948799,0.045589094792851802
BTC-USD,lgbm,pinball_0p01,2791,2791,0,0.00129743122667564,8,0.00017112548167506035,0.00016240457464623476
BTC-USD,lgbm,pinball_0p025,2791,2791,0,0.0023751348621430493,8,0.0001877308991224328,0.00017334687576144581
BTC-USD,lgbm,pinball_0p05,2791,2791,0,0.0037928736582025706,8,0.00020815819403922442,0.00018382921734701399
BTC-USD,lgbm,pinball_avg,2791,2791,0,0.0024884799156737534,8,0.00018712095620016723,0.00017202351366238451
BTC-USD,lgbm,qlike,2791,2791,0,0.39500048385329262,8,0.043319717923238285,0.041443627686201877
BTC-USD,lgbm,fz0_0p01,2791,2791,0,-1.9428681321600461,8,0.19372057610198706,0.18505953345473858
BTC-USD,lgbm,fz0_0p025,2791,2791,0,-2.3657585721673455,8,0.10034720107566138,0.093933848817935123
BTC-USD,lgbm,fz0_0p05,2791,2791,0,-2.6312465286303959,8,0.065441366844524465,0.059160081262396427
BTC-USD,lgbm,fz0_avg,2791,2791,0,-2.3132910776525959,8,0.11876122499265894,0.11201147853509696
BTC-USD,moirai,crps,2791,2791,0,0.016057186507962999,8,0.00049845181692845871,0.00035674902500598514
BTC-USD,moirai,log_score,2791,2791,0,-2.099397043483004,8,0.056388842382112392,0.05111334148245654
BTC-USD,moirai,pinball_0p01,2791,2791,0,0.0012182118551885539,8,0.0001759913769080464,0.00016575578091118816
BTC-USD,moirai,pinball_0p025,2791,2791,0,0.0022281721249368764,8,0.00019416941943105429,0.00017714231358124824
BTC-USD,moirai,pinball_0p05,2791,2791,0,0.0035500095240029398,8,0.00021452180096142906,0.00018817674254555295
BTC-USD,moirai,pinball_avg,2791,2791,0,0.0023321311680427901,8,0.00019308254490839894,0.0001756741351146351
BTC-USD,moirai,qlike,2791,2791,0,0.30232119332196539,8,0.031796202277053168,0.030389031442555579
BTC-USD,moirai,fz0_0p01,2791,2791,0,-2.0629105123763725,8,0.20616864723799949,0.19417513815484636
BTC-USD,moirai,fz0_0p025,2791,2791,0,-2.4658657914712103,8,0.10696783895875479,0.098204753249813259
BTC-USD,moirai,fz0_0p05,2791,2791,0,-2.7231027474600902,8,0.069781378249455406,0.061915901747059104
BTC-USD,moirai,fz0_avg,2791,2791,0,-2.4172930171025575,8,0.12648453603424556,0.1172400885573618
BTC-USD,naive,crps,2791,2791,0,0.016678466759962193,8,0.00048438671640912946,0.00034909767528192086
BTC-USD,naive,log_score,2791,2791,0,-2.0363497291092223,8,0.046636157799486093,0.039594749456673399
BTC-USD,naive,pinball_0p01,2791,2791,0,0.0012850228036198992,8,0.00017006613734704148,0.00016490737018301719
BTC-USD,naive,pinball_0p025,2791,2791,0,0.0023788062162739699,8,0.0001866103237223245,0.00017625083311826391
BTC-USD,naive,pinball_0p05,2791,2791,0,0.003814502019096971,8,0.00020474016396586036,0.00018657560151006959
BTC-USD,naive,pinball_avg,2791,2791,0,0.0024927770129969471,8,0.00018583358009404216,0.00017476649351257626
BTC-USD,naive,qlike,2791,2791,0,0.55665844060752823,8,0.044461661844387525,0.030970223083487288
BTC-USD,naive,fz0_0p01,2791,2791,0,-2.0160868118025892,8,0.18535348460455503,0.17950884260521485
BTC-USD,naive,fz0_0p025,2791,2791,0,-2.3702736902892134,8,0.095180346769405608,0.089744474363813984
BTC-USD,naive,fz0_0p05,2791,2791,0,-2.606747894200804,8,0.061155584298953812,0.05588336021576526
BTC-USD,naive,fz0_avg,2791,2791,0,-2.3310361320975352,8,0.11312990420440301,0.10770455634473423
BTC-USD,patchtst,crps,2791,2791,0,0.016472510150195418,8,0.00050156008846833115,0.00035723659791295789
BTC-USD,patchtst,log_score,2791,2791,0,-1.954222701706406,8,0.066930254232173997,0.058563643398935002
BTC-USD,patchtst,pinball_0p01,2791,2791,0,0.0013930376089544999,8,0.00018233038018354862,0.00017641760116540736
BTC-USD,patchtst,pinball_0p025,2791,2791,0,0.0024583986839400995,8,0.00019881636100708202,0.0001867316047996137
BTC-USD,patchtst,pinball_0p05,2791,2791,0,0.0038410013538323555,8,0.00021691996305454715,0.00019608828263927166
BTC-USD,patchtst,pinball_avg,2791,2791,0,0.0025641458822423186,8,0.00019787326785835786,0.00018527059421406862
BTC-USD,patchtst,qlike,2791,2791,0,0.68391267189393512,8,0.082367707907827506,0.060854839695583959
BTC-USD,patchtst,fz0_0p01,2791,2791,0,-1.6224763830048894,8,0.25504717446992919,0.24948732947066965
BTC-USD,patchtst,fz0_0p025,2791,2791,0,-2.2073745389038351,8,0.1284309458847572,0.12409189237123139
BTC-USD,patchtst,fz0_0p05,2791,2791,0,-2.5377483482421654,8,0.080855152886948417,0.076448993062335643
BTC-USD,patchtst,fz0_avg,2791,2791,0,-2.1225330900502963,8,0.15391537009320247,0.14933959191493282
BTC-USD,timesfm,crps,2791,2791,0,0.01607783458933144,8,0.00049827589724795905,0.00035653065873564056
BTC-USD,timesfm,log_score,2791,2791,0,-2.104998056392231,8,0.052749068993146894,0.046944562627495183
BTC-USD,timesfm,pinball_0p01,2791,2791,0,0.0012314585205203991,8,0.00017815501642892619,0.00016697234442136663
BTC-USD,timesfm,pinball_0p025,2791,2791,0,0.0022454020050682588,8,0.00019610124160493168,0.00017827062078438227
BTC-USD,timesfm,pinball_0p05,2791,2791,0,0.0035748249623535973,8,0.00021658596114809326,0.00018916835316472167
BTC-USD,timesfm,pinball_avg,2791,2791,0,0.002350561829314085,8,0.00019518154153582074,0.00017681149122854544
BTC-USD,timesfm,qlike,2791,2791,0,0.31244988086630437,8,0.03203635689545635,0.030756475722348006
BTC-USD,timesfm,fz0_0p01,2791,2791,0,-2.0397543417367734,8,0.21103095352309523,0.19775791239019549
BTC-USD,timesfm,fz0_0p025,2791,2791,0,-2.4479658972609091,8,0.10874786234403457,0.099725304082618954
BTC-USD,timesfm,fz0_0p05,2791,2791,0,-2.7087626591147558,8,0.070446758196217124,0.062654764979890185
BTC-USD,timesfm,fz0_avg,2791,2791,0,-2.3988276327041462,8,0.12898946135344647,0.11921071573871915
CAC,autoarima,crps,5038,5038,0,0.0066064696652258798,9,0.00018131641487940158,9.9023714559390503e-05
CAC,autoarima,log_score,5038,5038,0,-3.0732072875891183,9,0.025777669880530624,0.016707714315058006
CAC,autoarima,pinball_0p01,5038,5038,0,0.00046018193586810143,9,3.3277379396205689e-05,2.8398313360487283e-05
CAC,autoarima,pinball_0p025,5038,5038,0,0.00087990975752589228,9,4.2518731174317932e-05,3.4037150371050579e-05
CAC,autoarima,pinball_0p05,5038,5038,0,0.001438613597775501,9,5.4668279383478252e-05,3.9959907824477045e-05
CAC,autoarima,pinball_avg,5038,5038,0,0.00092623509705649833,9,4.2856005503208665e-05,3.3623903064564344e-05
CAC,autoarima,qlike,5038,5010,28,0.42458288361937691,9,0.019032860004487329,0.01699947057499122
CAC,autoarima,fz0_0p01,5038,5038,0,-2.9923943655245338,9,0.09931347293839804,0.092470515227815422
CAC,autoarima,fz0_0p025,5038,5038,0,-3.3409788753928686,9,0.059793479667992852,0.052651518452918204
CAC,autoarima,fz0_0p05,5038,5038,0,-3.5817813699178376,9,0.044032035408627553,0.036327141585376359
CAC,autoarima,fz0_avg,5038,5038,0,-3.3050515369450801,9,0.066717101677329166,0.059697210971412541
CAC,autoets,crps,5038,5038,0,0.0066037267519597175,9,0.00018047049674365374,9.7947125089229681e-05
CAC,autoets,log_score,5038,5038,0,-3.0768515018431239,9,0.025475446684688707,0.016484374972038408
CAC,autoets,pinball_0p01,5038,5038,0,0.00045032685362891503,9,2.8510622721711747e-05,2.507779867021565e-05
CAC,autoets,pinball_0p025,5038,5038,0,0.00087216959435067101,9,3.8756951200960533e-05,3.1162352615255378e-05
CAC,autoets,pinball_0p05,5038,5038,0,0.0014321637192730812,9,5.1890643496388255e-05,3.756484535011171e-05
CAC,autoets,pinball_avg,5038,5038,0,0.00091822005575088923,9,3.9125467765620775e-05,3.0757637239096347e-05
CAC,autoets,qlike,5038,5010,28,0.41717899126914726,9,0.018471111684172942,0.016754097025248722
CAC,autoets,fz0_0p01,5038,5038,0,-3.0186514243038465,9,0.093924553728058205,0.089213135792425222
CAC,autoets,fz0_0p025,5038,5038,0,-3.354523291016307,9,0.057084085035632934,0.051097731629340434
CAC,autoets,fz0_0p05,5038,5038,0,-3.5905692205796713,9,0.042519576426134631,0.035426790269338738
CAC,autoets,fz0_avg,5038,5038,0,-3.3212479786332749,9,0.063476343492452944,0.057787224142514589
CAC,chronos,crps,5038,5038,0,0.0066014821063504012,9,0.00018200019694581104,0.00010060584185454344
CAC,chronos,log_score,5038,5038,0,-3.0753973855140337,9,0.026228666323191843,0.017018335215854195
CAC,chronos,pinball_0p01,5038,5038,0,0.00046964454602672521,9,3.5330949004284128e-05,2.946721986639839e-05
CAC,chronos,pinball_0p025,5038,5038,0,0.00089310582810029336,9,4.5735748054455912e-05,3.569252726828775e-05
CAC,chronos,pinball_0p05,5038,5038,0,0.0014474548767109162,9,5.825121401646834e-05,4.2024042797161021e-05
CAC,chronos,pinball_avg,5038,5038,0,0.00093673508361264497,9,4.5793471427710725e-05,3.5206388840975506e-05
CAC,chronos,qlike,5038,5010,28,0.41997142690141359,9,0.020892392674354152,0.018688605897678189
CAC,chronos,fz0_0p01,5038,5038,0,-2.9843067830622716,9,0.10084132305055447,0.091661125821959802
CAC,chronos,fz0_0p025,5038,5038,0,-3.3356529547395155,9,0.061038217665332573,0.053097590132054021
CAC,chronos,fz0_0p05,5038,5038,0,-3.5806564332660593,9,0.045140483381366274,0.037050118909765652
CAC,chronos,fz0_avg,5038,5038,0,-3.3002053903559481,9,0.067993505919504427,0.059782636216450448
CAC,ewma,crps,5038,5038,0,0.0066492427814793843,9,0.00018151358373205372,9.9182742147036642e-05
CAC,ewma,log_score,5038,5038,0,-3.0513819186800988,9,0.026315074951235556,0.018033879229808689
CAC,ewma,pinball_0p01,5038,5038,0,0.0004657045501596585,9,3.3047368138271512e-05,2.7956385734321256e-05
CAC,ewma,pinball_0p025,5038,5038,0,0.00089005985785724695,9,4.271023829847272e-05,3.3637983448880041e-05
CAC,ewma,pinball_0p05,5038,5038,0,0.0014562253006446375,9,5.4335338126840404e-05,3.9588453837806197e-05
CAC,ewma,pinball_avg,5038,5038,0,0.00093732990288718091,9,4.2683556176570637e-05,3.3212782877124781e-05
CAC,ewma,qlike,5038,5010,28,0.45637139127562232,9,0.020679420168801105,0.018728212874726133
CAC,ewma,fz0_0p01,5038,5038,0,-2.9450873736462349,9,0.10764251825665019,0.10095359489745424
CAC,ewma,fz0_0p025,5038,5038,0,-3.3174976800561953,9,0.062242585091684989,0.055968997798418151
CAC,ewma,fz0_0p05,5038,5038,0,-3.5604536789583507,9,0.044545853826855809,0.037908405833275226
CAC,ewma,fz0_avg,5038,5038,0,-3.27434624422026,9,0.070358750568447898,0.064186092571743264
CAC,garch11,crps,5038,5038,0,0.0066516517513554316,9,0.00018127884044208975,9.8988574782178553e-05
CAC,garch11,log_score,5038,5038,0,-3.0623536945576353,9,0.024709128681695884,0.015749484555007125
CAC,garch11,pinball_0p01,5038,5038,0,0.00044183066132201141,9,3.0049882465084269e-05,2.5354838082658958e-05
CAC,garch11,pinball_0p025,5038,5038,0,0.00087014151526903908,9,3.9993710268693918e-05,3.1533337153662869e-05
CAC,garch11,pinball_0p05,5038,5038,0,0.0014401903771265642,9,5.1925238432804725e-05,3.790517172749679e-05
CAC,garch11,pinball_avg,5038,5038,0,0.00091738751790587159,9,4.000478924167171e-05,3.1071622600260011e-05
CAC,garch11,qlike,5038,5010,28,0.43563510079989248,9,0.016659969132350457,0.014965768897073423
CAC,garch11,fz0_0p01,5038,5038,0,-3.098758819797454,9,0.086988594467433053,0.080802301854512301
CAC,garch11,fz0_0p025,5038,5038,0,-3.3868661151188886,9,0.052874895150249998,0.046578975644409444
CAC,garch11,fz0_0p05,5038,5038,0,-3.5963107254467457,9,0.039450652167801699,0.032634919452915322
CAC,garch11,fz0_avg,5038,5038,0,-3.3606452201210293,9,0.058682981511906547,0.052507241175966668
CAC,garch11_t,crps,5038,5038,0,0.0066318357883464437,9,0.00018232908114819803,0.000100881620586469
CAC,garch11_t,log_score,5038,5038,0,-3.0901509789744837,9,0.02340424352373081,0.013843282276878881
CAC,garch11_t,pinball_0p01,5038,5038,0,0.00043064345242105101,9,2.5181499293553634e-05,2.1517644726348166e-05
CAC,garch11_t,pinball_0p025,5038,5038,0,0.00086996199229916313,9,3.8606236576756655e-05,3.0424141460863343e-05
CAC,garch11_t,pinball_0p05,5038,5038,0,0.0014444663510252665,9,5.2534718870843151e-05,3.8712783182547913e-05
CAC,garch11_t,pinball_avg,5038,5038,0,0.00091502393191516022,9,3.8069604202961952e-05,2.9503781116593884e-05
CAC,garch11_t,qlike,5038,5010,28,0.44094561041683583,9,0.017020439531205588,0.015196655443986379
CAC,garch11_t,fz0_0p01,5038,5038,0,-3.1837672879692689,9,0.064777912132339119,0.059538874918121078
CAC,garch11_t,fz0_0p025,5038,5038,0,-3.4059639375124755,9,0.04701192970565584,0.040915008097366076
CAC,garch11_t,fz0_0p05,5038,5038,0,-3.596836219288813,9,0.038449533685264201,0.031796960204635211
CAC,garch11_t,fz0_avg,5038,5038,0,-3.3955224815901857,9,0.048813562878548655,0.0429386612574221
CAC,gjr,crps,5038,5038,0,0.0065960658207700083,9,0.00017987039044021523,9.7831536369682927e-05
CAC,gjr,log_score,5038,5038,0,-3.0844046349017638,9,0.024778302016632833,0.016214046136577426
CAC,gjr,pinball_0p01,5038,5038,0,0.00042690495122932808,9,2.4808657040287009e-05,2.2445883794555422e-05
CAC,gjr,pinball_0p025,5038,5038,0,0.0008429415385048742,9,3.5434401749470666e-05,2.8766029264907523e-05
CAC,gjr,pinball_0p05,5038,5038,0,0.0014112332389406895,9,4.8868205442613463e-05,3.5582109475476243e-05
CAC,gjr,pinball_avg,5038,5038,0,0.00089369324289163062,9,3.5645250059081936e-05,2.836358645272125e-05
CAC,gjr,qlike,5038,5010,28,0.4049626376093553,9,0.017635958451465657,0.016548738903904372
CAC,gjr,fz0_0p01,5038,5038,0,-3.1226772766991666,9,0.084395321177754723,0.082381163929396095
CAC,gjr,fz0_0p025,5038,5038,0,-3.421710751082093,9,0.051080328146101799,0.047028629449929416
CAC,gjr,fz0_0p05,5038,5038,0,-3.6265586489400654,9,0.038610740753538486,0.032793876877450119
CAC,gjr,fz0_avg,5038,5038,0,-3.3903155589071079,9,0.056822815344202533,0.05326820003453981
CAC,har,crps,5038,5038,0,0.0065895753742901591,9,0.00018029526929546277,9.9575751380462442e-05
CAC,har,log_score,5038,5038,0,-3.0849219562755099,9,0.024942242889794741,0.016004451197469519
CAC,har,pinball_0p01,5038,5038,0,0.00044815547287502293,9,3.1560721252625003e-05,2.7213086904225886e-05
CAC,har,pinball_0p025,5038,5038,0,0.00086467174659984381,9,4.0447605022815858e-05,3.318348272690261e-05
CAC,har,pinball_0p05,5038,5038,0,0.0014238019472661357,9,5.2853167190745803e-05,3.9391893407004616e-05
CAC,har,pinball_avg,5038,5038,0,0.00091220972224700079,9,4.0972109283172389e-05,3.2750464950054691e-05
CAC,har,qlike,5038,5010,28,0.40705303651755081,9,0.017632958107771737,0.016006852060973714
CAC,har,fz0_0p01,5038,5038,0,-3.0633156864502964,9,0.09092032677251019,0.085353695803426388
CAC,har,fz0_0p025,5038,5038,0,-3.3794075406867536,9,0.054749954083605994,0.049368805624881613
CAC,har,fz0_0p05,5038,5038,0,-3.6045887944573254,9,0.041216051942873436,0.034530896616405023
CAC,har,fz0_avg,5038,5038,0,-3.3491040071981257,9,0.06123254859803455,0.055597140153703171
CAC,lgbm,crps,5038,5038,0,0.0067621152620086257,9,0.00018902552969415898,9.9583296976365075e-05
CAC,lgbm,log_score,5038,5038,0,-3.0186663947936845,9,0.030925314115958873,0.018702800830664543
CAC,lgbm,pinball_0p01,5038,5038,0,0.00050438544125420417,9,4.6113452586598133e-05,3.2372615079363372e-05
CAC,lgbm,pinball_0p025,5038,5038,0,0.00094975897089421223,9,5.6536730138918322e-05,3.7712955885726083e-05
CAC,lgbm,pinball_0p05,5038,5038,0,0.0015316337925798797,9,6.7674121033984975e-05,4.3081825613194343e-05
CAC,lgbm,pinball_avg,5038,5038,0,0.00099525940157609884,9,5.6111079487789965e-05,3.7248512715062911e-05
CAC,lgbm,qlike,5038,5010,28,0.57688045909322239,9,0.040322440121676198,0.025222410912231315
CAC,lgbm,fz0_0p01,5038,5038,0,-2.8941882136804398,9,0.13746141522789412,0.10470732726750329
CAC,lgbm,fz0_0p025,5038,5038,0,-3.2739088928840365,9,0.076888848680518568,0.057051514397922817
CAC,lgbm,fz0_0p05,5038,5038,0,-3.5234614444798149,9,0.052699946672992624,0.038040375608236865
CAC,lgbm,fz0_avg,5038,5038,0,-3.2305195170147636,9,0.088116367080476168,0.065913976544122496
CAC,moirai,crps,5038,5038,0,0.0065903237745023107,9,0.00018276134825070901,0.00010122756033737113
CAC,moirai,log_score,5038,5038,0,-3.0798400083240525,9,0.026744487088890535,0.017581473321035424
CAC,moirai,pinball_0p01,5038,5038,0,0.00047665623009476128,9,3.6930973164128878e-05,3.0609518680068213e-05
CAC,moirai,pinball_0p025,5038,5038,0,0.0008979044697794606,9,4.7684709670159029e-05,3.6891469879934186e-05
CAC,moirai,pinball_0p05,5038,5038,0,0.0014455224951861717,9,5.9965852916132855e-05,4.3138863820115643e-05
CAC,moirai,pinball_avg,5038,5038,0,0.00094002773168679792,9,4.7545099116701838e-05,3.6375526587800535e-05
CAC,moirai,qlike,5038,5010,28,0.41053355759596261,9,0.02047746460286699,0.01852333914237312
