asset,regime,model,loss,n,mean,se_auto
BTC-USD,covid,garch11,fz0_0p025,90,0.13796683387619929,2.2991577626116593
BTC-USD,covid,garch11,fz0_0p05,90,-1.0484752171158798,1.3444177909961601
BTC-USD,covid,garch11,fz0_avg,90,0.70802098379426148,2.8364508865885321
BTC-USD,covid,garch11,qlike_ex_near_zero,90,0.6141156929480478,0.37701182161143154
BTC-USD,covid,garch11_t,crps,90,0.028346130244450179,0.0062480788711674366
BTC-USD,covid,garch11_t,log_score,90,-1.6752705871152955,0.16113329612134444
BTC-USD,covid,garch11_t,pinball_0p01,90,0.0060495866705220199,0.0043963830834977558
BTC-USD,covid,garch11_t,pinball_0p025,90,0.0079238930679914835,0.0047058271172884369
BTC-USD,covid,garch11_t,pinball_0p05,90,0.010139758059356007,0.0048286428922630614
BTC-USD,covid,garch11_t,pinball_avg,90,0.0080377459326231686,0.0046387460784132759
BTC-USD,covid,garch11_t,qlike,90,0.65324925667514733,0.3082315918765296
BTC-USD,covid,garch11_t,fz0_0p01,90,0.88842169150617312,2.7412450992313064
BTC-USD,covid,garch11_t,fz0_0p025,90,-0.4242964915166148,1.6880488374803242
BTC-USD,covid,garch11_t,fz0_0p05,90,-1.1243957976129366,1.166727844879105
BTC-USD,covid,garch11_t,fz0_avg,90,-0.22009019920779255,1.8629672299168689
BTC-USD,covid,garch11_t,qlike_ex_near_zero,90,0.65324925667514733,0.3082315918765296
BTC-USD,covid,gjr,crps,90,0.028423116321710538,0.0062196887581953955
BTC-USD,covid,gjr,log_score,90,-0.75351398517842028,0.9924132634123648
BTC-USD,covid,gjr,pinball_0p01,90,0.006140211565216251,0.0045605708632623539
BTC-USD,covid,gjr,pinball_0p025,90,0.0077727674108775948,0.004710308373476098
BTC-USD,covid,gjr,pinball_0p05,90,0.0098361630747810271,0.0048277365214488112
BTC-USD,covid,gjr,pinball_avg,90,0.0079163806836249576,0.0046946081861678297
BTC-USD,covid,gjr,qlike,90,0.56866761030951773,0.32949044242156761
BTC-USD,covid,gjr,fz0_0p01,90,2.7037907466990103,4.5687550011600546
BTC-USD,covid,gjr,fz0_0p025,90,-0.022253455927536917,2.1654756227775671
BTC-USD,covid,gjr,fz0_0p05,90,-1.1384574191758494,1.2708455450229719
BTC-USD,covid,gjr,fz0_avg,90,0.51435995719854133,2.6674047084463117
BTC-USD,covid,gjr,qlike_ex_near_zero,90,0.56866761030951773,0.32949044242156761
BTC-USD,covid,har,crps,90,0.028072779945646893,0.0061510998296467724
BTC-USD,covid,har,log_score,90,-0.87772276545054573,0.82205469061563663
BTC-USD,covid,har,pinball_0p01,90,0.0059802865297691396,0.0044404387624247541
BTC-USD,covid,har,pinball_0p025,90,0.0074704526717203033,0.0045761362456504754
BTC-USD,covid,har,pinball_0p05,90,0.0093660989786283535,0.0046579465931288712
BTC-USD,covid,har,pinball_avg,90,0.0076056127267059336,0.0045558363184923824
BTC-USD,covid,har,qlike,90,0.54288694734173915,0.30869057095309183
BTC-USD,covid,har,fz0_0p01,90,2.256266515355656,4.0549483200032963
BTC-USD,covid,har,fz0_0p025,90,-0.25547134439532987,1.9308274181684073
BTC-USD,covid,har,fz0_0p05,90,-1.2853969310662543,1.136309848761315
BTC-USD,covid,har,fz0_avg,90,0.23846607996469038,2.3731913018040114
BTC-USD,covid,har,qlike_ex_near_zero,90,0.54288694734173915,0.30869057095309183
BTC-USD,covid,lgbm,crps,90,0.028027866929364844,0.0063993655563945925
BTC-USD,covid,lgbm,log_score,90,-0.89829095766169287,0.87049009117637444
BTC-USD,covid,lgbm,pinball_0p01,90,0.0059784534780546556,0.0044501370501234825
BTC-USD,covid,lgbm,pinball_0p025,90,0.0074017140081868125,0.0045607714827138688
BTC-USD,covid,lgbm,pinball_0p05,90,0.009219733775019218,0.0046069752005425081
BTC-USD,covid,lgbm,pinball_avg,90,0.0075333004204202279,0.0045382255808909689
BTC-USD,covid,lgbm,qlike,90,0.80456365143288389,0.65764772976066399
BTC-USD,covid,lgbm,fz0_0p01,90,2.4437816381041344,4.1709814592144205
BTC-USD,covid,lgbm,fz0_0p025,90,-0.16355572461961251,1.9785581915301091
BTC-USD,covid,lgbm,fz0_0p05,90,-1.2258274847372013,1.1585860244579194
BTC-USD,covid,lgbm,fz0_avg,90,0.35146614291577383,2.4353951404548062
BTC-USD,covid,lgbm,qlike_ex_near_zero,90,0.80456365143288389,0.65764772976066399
BTC-USD,covid,moirai,crps,90,0.027562727766891892,0.0062105240949736178
BTC-USD,covid,moirai,log_score,90,-0.60911942443419131,1.1251764158794346
BTC-USD,covid,moirai,pinball_0p01,90,0.0060273840385105066,0.0046049441506753643
BTC-USD,covid,moirai,pinball_0p025,90,0.0072439702939219013,0.0047155087110794351
BTC-USD,covid,moirai,pinball_0p05,90,0.0089901614796035981,0.0047646019286500599
BTC-USD,covid,moirai,pinball_avg,90,0.0074205052706786678,0.004693562578484696
BTC-USD,covid,moirai,qlike,90,0.70832531781021157,0.43807174850467251
BTC-USD,covid,moirai,fz0_0p01,90,3.1782520296188177,4.9484882864104067
BTC-USD,covid,moirai,fz0_0p025,90,0.064006354537754634,2.340123571017501
BTC-USD,covid,moirai,fz0_0p05,90,-1.1227422001396472,1.3667724118746183
BTC-USD,covid,moirai,fz0_avg,90,0.70650539467230777,2.8844583683522678
BTC-USD,covid,moirai,qlike_ex_near_zero,90,0.70832531781021157,0.43807174850467251
BTC-USD,covid,naive,crps,90,0.027851560041073257,0.0066041029471351183
BTC-USD,covid,naive,log_score,90,-0.70487757933403705,1.1093558958845888
BTC-USD,covid,naive,pinball_0p01,90,0.0057603912861493118,0.0045489572728774248
BTC-USD,covid,naive,pinball_0p025,90,0.0070737330992017428,0.0046357862844937084
BTC-USD,covid,naive,pinball_0p05,90,0.0086887741358964814,0.0046637149689541732
BTC-USD,covid,naive,pinball_avg,90,0.0071742995070825108,0.0046149645568254929
BTC-USD,covid,naive,qlike,90,1.4355239669003741,1.1764472081952086
BTC-USD,covid,naive,fz0_0p01,90,2.6305417350320783,4.7411585676217172
BTC-USD,covid,naive,fz0_0p025,90,-0.11459103852332918,2.231446480157012
BTC-USD,covid,naive,fz0_0p05,90,-1.2494568616878376,1.2985393045242517
BTC-USD,covid,naive,fz0_avg,90,0.42216461160697072,2.7564779579998695
BTC-USD,covid,naive,qlike_ex_near_zero,90,1.4355239669003741,1.1764472081952086
BTC-USD,covid,patchtst,crps,90,0.028228856294791192,0.0067068155623397005
BTC-USD,covid,patchtst,log_score,90,-0.39930612116073966,1.3752684695597992
BTC-USD,covid,patchtst,pinball_0p01,90,0.0059879637967842573,0.0046280843804878298
BTC-USD,covid,patchtst,pinball_0p025,90,0.0074995049028964839,0.0046944135182712581
BTC-USD,covid,patchtst,pinball_0p05,90,0.0094645174509754189,0.0047011603761336019
BTC-USD,covid,patchtst,pinball_avg,90,0.0076506620502187197,0.0046717859142779549
BTC-USD,covid,patchtst,qlike,90,1.879251160889192,1.7021431691758449
BTC-USD,covid,patchtst,fz0_0p01,90,3.2918521923144768,5.3072024383554597
BTC-USD,covid,patchtst,fz0_0p025,90,0.25739152255738607,2.4863543999559514
BTC-USD,covid,patchtst,fz0_0p05,90,-0.95681845539147337,1.4402172909637989
BTC-USD,covid,patchtst,fz0_avg,90,0.86414175316013009,3.0767266369892439
BTC-USD,covid,patchtst,qlike_ex_near_zero,90,1.879251160889192,1.7021431691758449
BTC-USD,covid,timesfm,crps,90,0.027587694204364733,0.0062339913133052675
BTC-USD,covid,timesfm,log_score,90,-0.60247948779202964,1.1641311837805097
BTC-USD,covid,timesfm,pinball_0p01,90,0.0061243859562699395,0.0046189252030626356
BTC-USD,covid,timesfm,pinball_0p025,90,0.0074236765175074533,0.0047224701800123326
BTC-USD,covid,timesfm,pinball_0p05,90,0.00919459177526347,0.0047682879133659328
BTC-USD,covid,timesfm,pinball_avg,90,0.0075808847496802879,0.004701462784819207
BTC-USD,covid,timesfm,qlike,90,0.66729077808098403,0.46120054263052129
BTC-USD,covid,timesfm,fz0_0p01,90,3.392068841122017,5.0592743568877214
BTC-USD,covid,timesfm,fz0_0p025,90,0.20009670665003074,2.3890919854567416
BTC-USD,covid,timesfm,fz0_0p05,90,-1.0439303815279553,1.3942743488767475
BTC-USD,covid,timesfm,fz0_avg,90,0.84941172208136384,2.9468646410687009
BTC-USD,covid,timesfm,qlike_ex_near_zero,90,0.66729077808098403,0.46120054263052129
BTC-USD,tightening_2022,autoarima,crps,304,0.018210061507996936,0.0010796719117038495
BTC-USD,tightening_2022,autoarima,log_score,304,-1.9471286523644191,0.068545466509251293
BTC-USD,tightening_2022,autoarima,pinball_0p01,304,0.0016867925187955782,0.00033578207297182706
BTC-USD,tightening_2022,autoarima,pinball_0p025,304,0.0029290531329450344,0.00042101456476160683
BTC-USD,tightening_2022,autoarima,pinball_0p05,304,0.0044898800921977632,0.00050269498490163706
BTC-USD,tightening_2022,autoarima,pinball_avg,304,0.0030352419146461255,0.00041791037138687721
BTC-USD,tightening_2022,autoarima,qlike,304,0.24053995183956853,0.019614761235049617
BTC-USD,tightening_2022,autoarima,fz0_0p01,304,-1.4774166458092508,0.39592981466620059
BTC-USD,tightening_2022,autoarima,fz0_0p025,304,-1.999124598670132,0.23490697966080523
BTC-USD,tightening_2022,autoarima,fz0_0p05,304,-2.3228984427459527,0.16572641847890265
BTC-USD,tightening_2022,autoarima,fz0_avg,304,-1.9331465624084452,0.26397162297546256
BTC-USD,tightening_2022,autoarima,qlike_ex_near_zero,304,0.24053995183956853,0.019614761235049617
BTC-USD,tightening_2022,autoets,crps,304,0.018262595735131001,0.0010778616916286253
BTC-USD,tightening_2022,autoets,log_score,304,-1.93707186452531,0.069216315714393989
BTC-USD,tightening_2022,autoets,pinball_0p01,304,0.001726956950740683,0.00034176299327340885
BTC-USD,tightening_2022,autoets,pinball_0p025,304,0.0029677978308055471,0.00042277901719175071
BTC-USD,tightening_2022,autoets,pinball_0p05,304,0.0045538480303714849,0.00049981350573915909
BTC-USD,tightening_2022,autoets,pinball_avg,304,0.0030828676039725716,0.00041942804182928901
BTC-USD,tightening_2022,autoets,qlike,304,0.25296238425599027,0.020489357066293224
BTC-USD,tightening_2022,autoets,fz0_0p01,304,-1.4261446804969851,0.40063162632045163
BTC-USD,tightening_2022,autoets,fz0_0p025,304,-1.9784010671071526,0.23670005079882991
BTC-USD,tightening_2022,autoets,fz0_0p05,304,-2.3050184763837764,0.16588967060360377
BTC-USD,tightening_2022,autoets,fz0_avg,304,-1.9031880746626382,0.26628726905086592
BTC-USD,tightening_2022,autoets,qlike_ex_near_zero,304,0.25296238425599027,0.020489357066293224
BTC-USD,tightening_2022,chronos,crps,304,0.01799350391634838,0.001104282239952781
BTC-USD,tightening_2022,chronos,log_score,304,-1.9636721722962251,0.073820820026047326
BTC-USD,tightening_2022,chronos,pinball_0p01,304,0.0016496782996311811,0.00035237620252842963
BTC-USD,tightening_2022,chronos,pinball_0p025,304,0.0028849323419497604,0.00044488847400390752
BTC-USD,tightening_2022,chronos,pinball_0p05,304,0.0044281032425017002,0.00052401389600717529
BTC-USD,tightening_2022,chronos,pinball_avg,304,0.0029875712946942135,0.00043755512527925643
BTC-USD,tightening_2022,chronos,qlike,304,0.21863344041799074,0.020189334747252635
BTC-USD,tightening_2022,chronos,fz0_0p01,304,-1.5036859306297912,0.42200437380819794
BTC-USD,tightening_2022,chronos,fz0_0p025,304,-2.02091381702449,0.24987305817285438
BTC-USD,tightening_2022,chronos,fz0_0p05,304,-2.3423589206999424,0.17353524099135331
BTC-USD,tightening_2022,chronos,fz0_avg,304,-1.9556528894514078,0.27980636630225653
BTC-USD,tightening_2022,chronos,qlike_ex_near_zero,304,0.21863344041799074,0.020189334747252635
BTC-USD,tightening_2022,ewma,crps,304,0.017989055459616127,0.001110091649123965
BTC-USD,tightening_2022,ewma,log_score,304,-1.9382961609641363,0.083094857497679822
BTC-USD,tightening_2022,ewma,pinball_0p01,304,0.0017045924714358853,0.00038938267138022574
BTC-USD,tightening_2022,ewma,pinball_0p025,304,0.0028762128223067014,0.00046020786074261479
BTC-USD,tightening_2022,ewma,pinball_0p05,304,0.0044535610508615511,0.00053176696101752893
BTC-USD,tightening_2022,ewma,pinball_avg,304,0.0030114554482013789,0.00045752891502684034
BTC-USD,tightening_2022,ewma,qlike,304,0.27398550899187085,0.036273222576516412
BTC-USD,tightening_2022,ewma,fz0_0p01,304,-1.3540026352514194,0.50586295079791421
BTC-USD,tightening_2022,ewma,fz0_0p025,304,-1.9760552692209168,0.27962497825691779
BTC-USD,tightening_2022,ewma,fz0_0p05,304,-2.3061894101870428,0.18877731984170562
BTC-USD,tightening_2022,ewma,fz0_avg,304,-1.87874910488646,0.32303593728083863
BTC-USD,tightening_2022,ewma,qlike_ex_near_zero,304,0.27398550899187085,0.036273222576516412
BTC-USD,tightening_2022,garch11,crps,304,0.018169363609137946,0.0010590204651177578
BTC-USD,tightening_2022,garch11,log_score,304,-1.947830229423215,0.062892809853737991
BTC-USD,tightening_2022,garch11,pinball_0p01,304,0.0015476581426341776,0.00032752183697512278
BTC-USD,tightening_2022,garch11,pinball_0p025,304,0.0027863668314021058,0.00040110798297615831
BTC-USD,tightening_2022,garch11,pinball_0p05,304,0.0043714469512527443,0.00047372802929975818
BTC-USD,tightening_2022,garch11,pinball_avg,304,0.0029018239750963426,0.00039746915898360066
BTC-USD,tightening_2022,garch11,qlike,304,0.33410792675600759,0.043037942113048074
BTC-USD,tightening_2022,garch11,fz0_0p01,304,-1.6770924607590387,0.35787700242302245
BTC-USD,tightening_2022,garch11,fz0_0p025,304,-2.1042716954121463,0.20756634372921079
BTC-USD,tightening_2022,garch11,fz0_0p05,304,-2.3781352167069811,0.14495051222582059
BTC-USD,tightening_2022,garch11,fz0_avg,304,-2.0531664576260553,0.23523264234172936
BTC-USD,tightening_2022,garch11,qlike_ex_near_zero,304,0.33410792675600759,0.043037942113048074
BTC-USD,tightening_2022,garch11_t,crps,304,0.017852923921961097,0.0011174276598824723
BTC-USD,tightening_2022,garch11_t,log_score,304,-2.0364648259960356,0.058652089973573192
BTC-USD,tightening_2022,garch11_t,pinball_0p01,304,0.0015220630274772051,0.00027767670555747543
BTC-USD,tightening_2022,garch11_t,pinball_0p025,304,0.0028054417576960631,0.00040803735847859651
BTC-USD,tightening_2022,garch11_t,pinball_0p05,304,0.0044127824666253907,0.00051625842872950406
BTC-USD,tightening_2022,garch11_t,pinball_avg,304,0.0029134290839328866,0.0003956074070767443
BTC-USD,tightening_2022,garch11_t,qlike,304,0.34380025787505619,0.064107007179377104
BTC-USD,tightening_2022,garch11_t,fz0_0p01,304,-1.8078399079614853,0.23905344044253451
BTC-USD,tightening_2022,garch11_t,fz0_0p025,304,-2.1238099745681907,0.18552499921970814
BTC-USD,tightening_2022,garch11_t,fz0_0p05,304,-2.3719862965578224,0.148442710388208
BTC-USD,tightening_2022,garch11_t,fz0_avg,304,-2.1012120596958326,0.18872311194544758
BTC-USD,tightening_2022,garch11_t,qlike_ex_near_zero,304,0.34380025787505619,0.064107007179377104
BTC-USD,tightening_2022,gjr,crps,304,0.018166074827546393,0.001057672600179523
BTC-USD,tightening_2022,gjr,log_score,304,-1.9520638654742672,0.061413150340894347
BTC-USD,tightening_2022,gjr,pinball_0p01,304,0.0015319046830657406,0.00031653131892072576
BTC-USD,tightening_2022,gjr,pinball_0p025,304,0.0027605731177954328,0.00039088610314779739
BTC-USD,tightening_2022,gjr,pinball_0p05,304,0.0043335860244787033,0.0004607558231096086
BTC-USD,tightening_2022,gjr,pinball_avg,304,0.0028753546084466257,0.00038638715416067015
BTC-USD,tightening_2022,gjr,qlike,304,0.32403026860388756,0.03570078300900037
BTC-USD,tightening_2022,gjr,fz0_0p01,304,-1.7055867698690304,0.33971904640041811
BTC-USD,tightening_2022,gjr,fz0_0p025,304,-2.1232908002459405,0.19941050419306458
BTC-USD,tightening_2022,gjr,fz0_0p05,304,-2.393763416255335,0.13924706333812101
BTC-USD,tightening_2022,gjr,fz0_avg,304,-2.0742136621234351,0.2247605040395329
BTC-USD,tightening_2022,gjr,qlike_ex_near_zero,304,0.32403026860388756,0.03570078300900037
BTC-USD,tightening_2022,har,crps,304,0.018230093241736335,0.0010712509614911
BTC-USD,tightening_2022,har,log_score,304,-1.9511858541992884,0.064092309859872854
BTC-USD,tightening_2022,har,pinball_0p01,304,0.001613090361848019,0.00031487196649964403
BTC-USD,tightening_2022,har,pinball_0p025,304,0.0028806059516965766,0.00039788561602435956
BTC-USD,tightening_2022,har,pinball_0p05,304,0.0044513188469015559,0.00047841750108868939
BTC-USD,tightening_2022,har,pinball_avg,304,0.0029816717201487171,0.00039485460659697251
BTC-USD,tightening_2022,har,qlike,304,0.23888268713342672,0.017398365253545666
BTC-USD,tightening_2022,har,fz0_0p01,304,-1.6051276915530075,0.3538283472646902
BTC-USD,tightening_2022,har,fz0_0p025,304,-2.0489451620333603,0.21212723114517454
BTC-USD,tightening_2022,har,fz0_0p05,304,-2.348712506982972,0.15105313222449795
BTC-USD,tightening_2022,har,fz0_avg,304,-2.0009284535231133,0.23731779535248707
BTC-USD,tightening_2022,har,qlike_ex_near_zero,304,0.23888268713342672,0.017398365253545666
BTC-USD,tightening_2022,lgbm,crps,304,0.018256751164305869,0.0010682726937953817
BTC-USD,tightening_2022,lgbm,log_score,304,-1.951107720629798,0.066098634464275899
BTC-USD,tightening_2022,lgbm,pinball_0p01,304,0.0015587613670613129,0.00032364425716353471
BTC-USD,tightening_2022,lgbm,pinball_0p025,304,0.0028210256633033112,0.00039875034776035877
BTC-USD,tightening_2022,lgbm,pinball_0p05,304,0.0044359889493873171,0.00047101537429728937
BTC-USD,tightening_2022,lgbm,pinball_avg,304,0.002938591993250647,0.00039431285015293147
BTC-USD,tightening_2022,lgbm,qlike,304,0.25937626703365058,0.021130321241278682
BTC-USD,tightening_2022,lgbm,fz0_0p01,304,-1.6376996846587417,0.38816256718886866
BTC-USD,tightening_2022,lgbm,fz0_0p025,304,-2.0784135238761023,0.22241011853753137
BTC-USD,tightening_2022,lgbm,fz0_0p05,304,-2.3624503841202094,0.15332855754501884
BTC-USD,tightening_2022,lgbm,fz0_avg,304,-2.0261878642183508,0.25246071313741947
BTC-USD,tightening_2022,lgbm,qlike_ex_near_zero,304,0.25937626703365058,0.021130321241278682
BTC-USD,tightening_2022,moirai,crps,304,0.017854342488218423,0.0011015440195188476
BTC-USD,tightening_2022,moirai,log_score,304,-1.9981243616559254,0.070241153894205668
BTC-USD,tightening_2022,moirai,pinball_0p01,304,0.0015691530653486432,0.00033314702236202591
BTC-USD,tightening_2022,moirai,pinball_0p025,304,0.0027997975544000807,0.00043463463870318912
BTC-USD,tightening_2022,moirai,pinball_0p05,304,0.0043633894652437069,0.00051739053440240238
BTC-USD,tightening_2022,moirai,pinball_avg,304,0.0029107800283308103,0.0004254022271218469
BTC-USD,tightening_2022,moirai,qlike,304,0.19492445780169634,0.020804527262643417
BTC-USD,tightening_2022,moirai,fz0_0p01,304,-1.6450654021353399,0.3826762946755225
BTC-USD,tightening_2022,moirai,fz0_0p025,304,-2.0949734383745389,0.23561622390375153
BTC-USD,tightening_2022,moirai,fz0_0p05,304,-2.3810151694980042,0.16650216978984347
BTC-USD,tightening_2022,moirai,fz0_avg,304,-2.0403513366692945,0.25953514899983221
BTC-USD,tightening_2022,moirai,qlike_ex_near_zero,304,0.19492445780169634,0.020804527262643417
BTC-USD,tightening_2022,naive,crps,304,0.01832161169320709,0.0010272491142795475
BTC-USD,tightening_2022,naive,log_score,304,-1.9461341847221487,0.053077090952768337
BTC-USD,tightening_2022,naive,pinball_0p01,304,0.0014361676078977704,0.00027383221185310787
BTC-USD,tightening_2022,naive,pinball_0p025,304,0.0027092277390282711,0.00035118812406164063
BTC-USD,tightening_2022,naive,pinball_0p05,304,0.0043556338111604377,0.00042297216798882942
BTC-USD,tightening_2022,naive,pinball_avg,304,0.0028336763860288263,0.00034550205740764426
BTC-USD,tightening_2022,naive,qlike,304,0.37640119747212514,0.049315171810956258
BTC-USD,tightening_2022,naive,fz0_0p01,304,-1.8587234562366373,0.272474258728712
BTC-USD,tightening_2022,naive,fz0_0p025,304,-2.1786949852634638,0.16507413514180211
BTC-USD,tightening_2022,naive,fz0_0p05,304,-2.4061217739358844,0.11798991572216104
BTC-USD,tightening_2022,naive,fz0_avg,304,-2.1478467384786617,0.18343135154721896
BTC-USD,tightening_2022,naive,qlike_ex_near_zero,304,0.37640119747212514,0.049315171810956258
BTC-USD,tightening_2022,patchtst,crps,304,0.018119975621695865,0.0010579104170113643
BTC-USD,tightening_2022,patchtst,log_score,304,-1.972918743438131,0.064719082376254261
BTC-USD,tightening_2022,patchtst,pinball_0p01,304,0.0014325084822580973,0.00027738835505282654
BTC-USD,tightening_2022,patchtst,pinball_0p025,304,0.0026850835652007981,0.00034691931609698827
BTC-USD,tightening_2022,patchtst,pinball_0p05,304,0.0042583817161595669,0.0004136825186364006
BTC-USD,tightening_2022,patchtst,pinball_avg,304,0.0027919912545394878,0.00033977898937974181
BTC-USD,tightening_2022,patchtst,qlike,304,0.36720491017847062,0.081852444426563156
BTC-USD,tightening_2022,patchtst,fz0_0p01,304,-1.7106939634247513,0.37015994158976889
BTC-USD,tightening_2022,patchtst,fz0_0p025,304,-2.1237959959151,0.21404977438538383
BTC-USD,tightening_2022,patchtst,fz0_0p05,304,-2.4005695787827421,0.14656751759802517
BTC-USD,tightening_2022,patchtst,fz0_avg,304,-2.0783531793741976,0.24102577669382275
BTC-USD,tightening_2022,patchtst,qlike_ex_near_zero,304,0.36720491017847062,0.081852444426563156
BTC-USD,tightening_2022,timesfm,crps,304,0.017874021728235202,0.0011061088068278775
BTC-USD,tightening_2022,timesfm,log_score,304,-1.9861389293324025,0.073456339962478578
BTC-USD,tightening_2022,timesfm,pinball_0p01,304,0.001618471090576914,0.00035395135389691278
BTC-USD,tightening_2022,timesfm,pinball_0p025,304,0.0028326716193192158,0.00045260140350261274
BTC-USD,tightening_2022,timesfm,pinball_0p05,304,0.0043521509606415714,0.00053085680427456959
BTC-USD,tightening_2022,timesfm,pinball_avg,304,0.0029344312235125673,0.00044318912958831564
BTC-USD,tightening_2022,timesfm,qlike,304,0.20482190454008919,0.022494388989302221
BTC-USD,tightening_2022,timesfm,fz0_0p01,304,-1.5572334470182254,0.41533414473985752
BTC-USD,tightening_2022,timesfm,fz0_0p025,304,-2.0560174275389271,0.25153544229620223
BTC-USD,tightening_2022,timesfm,fz0_0p05,304,-2.3713757830389413,0.17520258594605803
BTC-USD,tightening_2022,timesfm,fz0_avg,304,-1.9948755525320312,0.2789034347600946
BTC-USD,tightening_2022,timesfm,qlike_ex_near_zero,304,0.20482190454008919,0.022494388989302221
BTC-USD,spike_2024_08,autoarima,crps,31,0.019511511309494543,0.0028962042033412357
BTC-USD,spike_2024_08,autoarima,log_score,31,-1.8810389348014189,0.16598816086615134
BTC-USD,spike_2024_08,autoarima,pinball_0p01,31,0.00080885453096718278,7.7171832753017108e-05
