asset,loss,regime,variant,statistic,model,mean_loss,mcs_p_value,eliminated_at_step,n,n_dropped,block_length,n_boot,seed,config_hash,in_mcs_0.1,in_mcs_0.25
BTC-USD,log_score,covid,headline,range,naive,-0.70487757933403683,0.58150000000000002,12,90,0,27,10000,839737373,559cbad39c4474e3b90665f2cb05b9220f1501f43d073d2fa6e34cdc18e7e9eb,True,True
BTC-USD,log_score,covid,headline,range,patchtst,-0.39930612116073982,0.57869999999999999,5,90,0,27,10000,839737373,559cbad39c4474e3b90665f2cb05b9220f1501f43d073d2fa6e34cdc18e7e9eb,True,True
BTC-USD,log_score,covid,headline,range,timesfm,-0.60247948779202964,0.58150000000000002,7,90,0,27,10000,839737373,559cbad39c4474e3b90665f2cb05b9220f1501f43d073d2fa6e34cdc18e7e9eb,True,True
BTC-USD,pinball_0p01,covid,headline,range,autoarima,0.005872615356500706,0.84060000000000001,11,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,autoets,0.0058805416861397184,0.84060000000000001,12,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,chronos,0.0060941822203075717,0.50919999999999999,2,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,ewma,0.0064641353743134225,0.20810000000000001,1,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,False
BTC-USD,pinball_0p01,covid,headline,range,garch11,0.0061674617343896367,0.60499999999999998,3,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,garch11_t,0.006049586670522019,0.8216,6,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,gjr,0.006140211565216251,0.8216,7,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,har,0.0059802865297691387,0.8216,8,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,lgbm,0.00597845347805466,0.60499999999999998,4,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,moirai,0.0060273840385105084,0.84060000000000001,10,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,naive,0.0057603912861493101,1,13,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,patchtst,0.0059879637967842634,0.84060000000000001,9,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p01,covid,headline,range,timesfm,0.0061243859562699387,0.60499999999999998,5,90,0,29,10000,285935416,e2fd9bcf5c9c2af4a916d46efc10cfd96bd19fdfce21b4f53bdbf2a8277e8a08,True,True
BTC-USD,pinball_0p025,covid,headline,range,autoarima,0.0073700520484251044,0.74880000000000002,11,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,autoets,0.0075289329948282002,0.70450000000000002,7,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,chronos,0.0073179385268827141,0.59709999999999996,6,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,ewma,0.0082727241810286525,0.0083000000000000001,1,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,False,False
BTC-USD,pinball_0p025,covid,headline,range,garch11,0.0077614697055140717,0.38519999999999999,2,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,garch11_t,0.0079238930679914835,0.40179999999999999,3,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,gjr,0.0077727674108775974,0.51990000000000003,5,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,har,0.0074704526717203059,0.70450000000000002,8,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,lgbm,0.0074017140081868117,0.70450000000000002,9,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,moirai,0.0072439702939218987,0.74880000000000002,12,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,naive,0.0070737330992017436,1,13,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,patchtst,0.0074995049028964795,0.74880000000000002,10,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p025,covid,headline,range,timesfm,0.0074236765175074533,0.40179999999999999,4,90,0,26,10000,840458462,54217617d7d90c1c6b7c09ec5a80e8a73cee400557431543b791d9b6e27b7f65,True,True
BTC-USD,pinball_0p05,covid,headline,range,autoarima,0.0092222901873349732,0.70620000000000005,10,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,autoets,0.0095512481246886674,0.64900000000000002,4,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,chronos,0.0089695189719745331,0.76339999999999997,11,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,ewma,0.010578774690886038,0.0094999999999999998,1,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,False,False
BTC-USD,pinball_0p05,covid,headline,range,garch11,0.0097491659051007675,0.64900000000000002,5,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,garch11_t,0.010139758059356008,0.27510000000000001,2,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,gjr,0.0098361630747810305,0.70620000000000005,8,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,har,0.0093660989786283552,0.70620000000000005,9,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,lgbm,0.009219733775019218,0.53359999999999996,3,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,moirai,0.0089901614796035999,0.76339999999999997,12,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,naive,0.0086887741358964831,1,13,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,patchtst,0.0094645174509754171,0.70620000000000005,7,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_0p05,covid,headline,range,timesfm,0.0091945917752634734,0.65629999999999999,6,90,0,15,10000,805773650,9521274bdcffae7c63ab21c62763fcab3bd370dd25fa7b1775ccbe7e12a21ad6,True,True
BTC-USD,pinball_avg,covid,headline,range,autoarima,0.0074883191974202601,0.79279999999999995,10,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,autoets,0.0076535742685522002,0.70420000000000005,7,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,chronos,0.0074605465730549414,0.79279999999999995,11,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,ewma,0.0084385447487427077,0.0118,1,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,False,False
BTC-USD,pinball_avg,covid,headline,range,garch11,0.0078926991150014923,0.60660000000000003,4,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,garch11_t,0.0080377459326231703,0.26669999999999999,2,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,gjr,0.0079163806836249576,0.70420000000000005,6,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,har,0.0076056127267059327,0.79279999999999995,8,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,lgbm,0.0075333004204202253,0.62029999999999996,5,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,moirai,0.0074205052706786687,0.79279999999999995,12,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,naive,0.0071742995070825091,1,13,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,patchtst,0.0076506620502187128,0.79279999999999995,9,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,pinball_avg,covid,headline,range,timesfm,0.0075808847496802905,0.57740000000000002,3,90,0,21,10000,1591786237,be3236490e3e29f01d458a5df8123da2b86b798db30c02af502c85765b1bade2,True,True
BTC-USD,qlike,covid,headline,range,autoarima,0.53139092218167083,1,13,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,autoets,0.53447389796909006,0.93030000000000002,12,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,chronos,0.91145712522478417,0.63219999999999998,5,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,ewma,0.90007658798889367,0.058599999999999999,1,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,False,False
BTC-USD,qlike,covid,headline,range,garch11,0.61411569294804802,0.61939999999999995,3,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,garch11_t,0.65324925667514711,0.63219999999999998,4,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,gjr,0.56866761030951773,0.75209999999999999,11,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,har,0.54288694734173903,0.73499999999999999,10,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,lgbm,0.80456365143288355,0.38990000000000002,2,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,moirai,0.70832531781021124,0.63219999999999998,7,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,naive,1.4355239669003745,0.63219999999999998,6,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,patchtst,1.8792511608891926,0.63219999999999998,8,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,qlike,covid,headline,range,timesfm,0.66729077808098403,0.70679999999999998,9,90,0,29,10000,793723587,988425299ba21383f4aacec63752b6e46a176f0a71f80d54dc62b0381778b758,True,True
BTC-USD,fz0_0p01,covid,headline,range,autoarima,1.9322716755861939,0.79120000000000001,11,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,autoets,1.5053313354748856,0.79120000000000001,12,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,chronos,3.5912687164175106,0.65159999999999996,5,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,ewma,3.785431634082713,0.27060000000000001,1,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,garch11,3.0345713346224619,0.64280000000000004,4,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,garch11_t,0.88842169150617345,1,13,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,gjr,2.7037907466990116,0.79120000000000001,7,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,har,2.256266515355656,0.79000000000000004,6,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,lgbm,2.4437816381041344,0.27060000000000001,2,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,moirai,3.1782520296188177,0.79120000000000001,10,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,naive,2.6305417350320783,0.79120000000000001,8,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,patchtst,3.291852192314487,0.79120000000000001,9,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p01,covid,headline,range,timesfm,3.3920688411220183,0.54259999999999997,3,90,0,29,10000,1145396024,9f190e11722a657eea917d245d42bcf120609ff7b83c05446a74a48f7cef7b74,True,True
BTC-USD,fz0_0p025,covid,headline,range,autoarima,-0.39800011299371513,0.69869999999999999,11,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,autoets,-0.55814423066397423,1,13,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,chronos,0.27515551500858632,0.56169999999999998,5,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,ewma,0.58958886108207298,0.0038,1,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,False,False
BTC-USD,fz0_0p025,covid,headline,range,garch11,0.13796683387619857,0.53520000000000001,4,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,garch11_t,-0.42429649151661508,0.69069999999999998,6,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,gjr,-0.02225345592753598,0.69869999999999999,8,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,har,-0.25547134439532987,0.69869999999999999,10,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,lgbm,-0.16355572461961237,0.20749999999999999,2,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,False
BTC-USD,fz0_0p025,covid,headline,range,moirai,0.064006354537754329,0.69869999999999999,12,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,naive,-0.11459103852332898,0.69869999999999999,9,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,patchtst,0.25739152255738779,0.69069999999999998,7,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p025,covid,headline,range,timesfm,0.20009670665002999,0.43390000000000001,3,90,0,29,10000,272829699,af448fe7103ea7ff612daaae63258a46e147b26b0057939ee06ae71f92656ba6,True,True
BTC-USD,fz0_0p05,covid,headline,range,autoarima,-1.3777375111748182,0.71140000000000003,12,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,autoets,-1.4463829033001128,1,13,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,chronos,-1.0180322167385041,0.67120000000000002,7,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,ewma,-0.69450314978494332,0.00020000000000000001,1,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,False,False
BTC-USD,fz0_0p05,covid,headline,range,garch11,-1.0484752171158798,0.52890000000000004,4,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,garch11_t,-1.1243957976129368,0.0395,2,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,False,False
BTC-USD,fz0_0p05,covid,headline,range,gjr,-1.1384574191758492,0.71140000000000003,8,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,har,-1.2853969310662545,0.71140000000000003,9,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,lgbm,-1.225827484737201,0.23849999999999999,3,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,False
BTC-USD,fz0_0p05,covid,headline,range,moirai,-1.122742200139647,0.71140000000000003,11,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,naive,-1.2494568616878376,0.71140000000000003,10,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,patchtst,-0.95681845539147414,0.67120000000000002,6,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_0p05,covid,headline,range,timesfm,-1.0439303815279553,0.65790000000000004,5,90,0,29,10000,1680553756,ae7b20346701da2064a5392e0226c73cdbc7f543dd9db706f862702f86231990,True,True
BTC-USD,fz0_avg,covid,headline,range,autoarima,0.052178017139220226,0.80010000000000003,11,90,0,29,10000,81093537,e353da219fd4889d8f7fe94de4e447edfc5f59133d9f8e57c896fd9ce435de31,True,True
