asset,model,n_all,mean_all,se_fixed_all,se_auto_all,n_ex_near_zero,mean_ex_near_zero,se_fixed_ex_near_zero,se_auto_ex_near_zero,rows_excluded,mean_shift_relative
DAX,autoets,4996,0.40864584139942495,0.018976284168422463,0.017814102227025709,4996,0.40864584139942495,0.018976284168422463,0.017814102227025709,0,0
DAX,chronos,4996,0.41009563768947865,0.021360193319165884,0.019252843449730463,4996,0.41009563768947865,0.021360193319165884,0.019252843449730463,0,0
DAX,ewma,4996,0.43622697275111832,0.021004717966143883,0.019450825663187152,4996,0.43622697275111832,0.021004717966143883,0.019450825663187152,0,0
DAX,garch11,4996,0.44902192257067386,0.022833298069111947,0.019764035219442158,4996,0.44902192257067386,0.022833298069111947,0.019764035219442158,0,0
DAX,garch11_t,4996,0.4428158348437925,0.02136115725257394,0.018812518816344624,4996,0.4428158348437925,0.02136115725257394,0.018812518816344624,0,0
DAX,gjr,4996,0.39287495824309182,0.018741051856670184,0.017709227231806287,4996,0.39287495824309182,0.018741051856670184,0.017709227231806287,0,0
DAX,har,4996,0.40398636272462241,0.019512510434911475,0.018070937893639481,4996,0.40398636272462241,0.019512510434911475,0.018070937893639481,0,0
DAX,lgbm,4996,0.59601035773645539,0.051958485971122417,0.041862074966766645,4996,0.59601035773645539,0.051958485971122417,0.041862074966766645,0,0
DAX,moirai,4996,0.4038914901487598,0.021320330768491203,0.019214830854483857,4996,0.4038914901487598,0.021320330768491203,0.019214830854483857,0,0
DAX,naive,4996,0.80350618680986885,0.0843314269539647,0.065191734759311962,4996,0.80350618680986885,0.0843314269539647,0.065191734759311962,0,0
DAX,patchtst,4996,0.78332012073828394,0.10357754446448837,0.093469305548534679,4996,0.78332012073828394,0.10357754446448837,0.093469305548534679,0,0
DAX,timesfm,4996,0.41531684099153565,0.021073328042295759,0.019735149598733029,4996,0.41531684099153565,0.021073328042295759,0.019735149598733029,0,0
DIA,autoarima,4904,0.42775346671444986,0.020335463683238408,0.019358088175678342,4904,0.42775346671444986,0.020335463683238408,0.019358088175678342,0,0
DIA,autoets,4904,0.42616191119993396,0.020299179656156938,0.019617953274589303,4904,0.42616191119993396,0.020299179656156938,0.019617953274589303,0,0
DIA,chronos,4904,0.4509131862235643,0.023303843048344125,0.021732368012183541,4904,0.4509131862235643,0.023303843048344125,0.021732368012183541,0,0
DIA,ewma,4904,0.48556276274133409,0.024631641225719203,0.023500132689528573,4904,0.48556276274133409,0.024631641225719203,0.023500132689528573,0,0
DIA,garch11,4904,0.45619133799187528,0.018419262859490495,0.017494845949323833,4904,0.45619133799187528,0.018419262859490495,0.017494845949323833,0,0
DIA,garch11_t,4904,0.45017603827548042,0.017888512480457239,0.017054772491433834,4904,0.45017603827548042,0.017888512480457239,0.017054772491433834,0,0
DIA,gjr,4904,0.41094642054175989,0.016707542316948914,0.016035701304327743,4904,0.41094642054175989,0.016707542316948914,0.016035701304327743,0,0
DIA,har,4904,0.43342867474090063,0.022000608501325382,0.021260837804250768,4904,0.43342867474090063,0.022000608501325382,0.021260837804250768,0,0
DIA,lgbm,4904,0.6155886089902175,0.039481304643747737,0.035191360426918776,4904,0.6155886089902175,0.039481304643747737,0.035191360426918776,0,0
DIA,moirai,4904,0.43785316710509514,0.02253057328313661,0.021000240215114221,4904,0.43785316710509514,0.02253057328313661,0.021000240215114221,0,0
DIA,naive,4904,0.93368017391280489,0.087751822851938291,0.083953756200451923,4904,0.93368017391280489,0.087751822851938291,0.083953756200451923,0,0
DIA,patchtst,4904,0.79215538321390255,0.066405139354358406,0.058197749950572662,4904,0.79215538321390255,0.066405139354358406,0.058197749950572662,0,0
DIA,timesfm,4904,0.44624516791444779,0.021683320117391089,0.020712893673540688,4904,0.44624516791444779,0.021683320117391089,0.020712893673540688,0,0
ETH-USD,autoarima,2791,0.3017266894257008,0.031256228219369991,0.031450753036362494,2791,0.3017266894257008,0.031256228219369991,0.031450753036362494,0,0
ETH-USD,autoets,2791,0.3256487713290715,0.03178919618662028,0.03170156447199371,2791,0.3256487713290715,0.03178919618662028,0.03170156447199371,0,0
ETH-USD,chronos,2791,0.28851558064655769,0.024808437904329461,0.024628013056781244,2791,0.28851558064655769,0.024808437904329461,0.024628013056781244,0,0
ETH-USD,ewma,2791,0.38797900279810249,0.035123596012243956,0.035063778117347934,2791,0.38797900279810249,0.035123596012243956,0.035063778117347934,0,0
ETH-USD,garch11,2791,0.38267466648509707,0.022797546522865333,0.022158559384079433,2791,0.38267466648509707,0.022797546522865333,0.022158559384079433,0,0
ETH-USD,garch11_t,2791,0.415311927739416,0.023140705447889966,0.021953667201110569,2791,0.415311927739416,0.023140705447889966,0.021953667201110569,0,0
ETH-USD,gjr,2791,0.38949425273083937,0.021552168166262074,0.02044504898634535,2791,0.38949425273083937,0.021552168166262074,0.02044504898634535,0,0
ETH-USD,har,2791,0.29611905679341988,0.028028709436755391,0.028081497781352365,2791,0.29611905679341988,0.028028709436755391,0.028081497781352365,0,0
ETH-USD,lgbm,2791,0.32512672207741344,0.027290459879364147,0.026927290853816045,2791,0.32512672207741344,0.027290459879364147,0.026927290853816045,0,0
ETH-USD,moirai,2791,0.26314918112228036,0.02450348349387339,0.024363862625845636,2791,0.26314918112228036,0.02450348349387339,0.024363862625845636,0,0
ETH-USD,naive,2791,0.51839911047079212,0.037828079136714196,0.035675417868306671,2791,0.51839911047079212,0.037828079136714196,0.035675417868306671,0,0
ETH-USD,patchtst,2791,0.59251909553041748,0.061917732460651367,0.059432826674486655,2791,0.59251909553041748,0.061917732460651367,0.059432826674486655,0,0
ETH-USD,timesfm,2791,0.2671453560081945,0.021379617500736716,0.021315506244247037,2791,0.2671453560081945,0.021379617500736716,0.021315506244247037,0,0
HSI,autoarima,4815,0.42603661865788112,0.01741576707551119,0.015995871011176756,4815,0.42603661865788112,0.01741576707551119,0.015995871011176756,0,0
HSI,autoets,4815,0.42762040353810887,0.01808940024028893,0.016598942325082008,4815,0.42762040353810887,0.01808940024028893,0.016598942325082008,0,0
HSI,chronos,4815,0.42676702499940417,0.015344581203331872,0.014016026109033177,4815,0.42676702499940417,0.015344581203331872,0.014016026109033177,0,0
HSI,ewma,4815,0.42970650474290284,0.016050944169030985,0.014403894387230708,4815,0.42970650474290284,0.016050944169030985,0.014403894387230708,0,0
HSI,garch11,4815,0.47132833291044018,0.027048534034574242,0.025007235202749799,4815,0.47132833291044018,0.027048534034574242,0.025007235202749799,0,0
HSI,garch11_t,4815,0.47050407290609686,0.027213949597383859,0.02516533142474334,4815,0.47050407290609686,0.027213949597383859,0.02516533142474334,0,0
HSI,gjr,4815,0.4624595231196465,0.027723947248108935,0.026034843568165742,4815,0.4624595231196465,0.027723947248108935,0.026034843568165742,0,0
HSI,har,4815,0.42514785734759752,0.01646409025269201,0.014904114303054761,4815,0.42514785734759752,0.01646409025269201,0.014904114303054761,0,0
HSI,lgbm,4815,0.50917948022938542,0.025958234960056399,0.023187851510407455,4815,0.50917948022938542,0.025958234960056399,0.023187851510407455,0,0
HSI,moirai,4815,0.4150598319706465,0.014956875515105774,0.013652014817363995,4815,0.4150598319706465,0.014956875515105774,0.013652014817363995,0,0
HSI,naive,4815,0.69267075000977762,0.036470771761026963,0.032201010880029711,4815,0.69267075000977762,0.036470771761026963,0.032201010880029711,0,0
HSI,patchtst,4815,0.61064502942921473,0.047851111337571708,0.041830802402505744,4815,0.61064502942921473,0.047851111337571708,0.041830802402505744,0,0
HSI,timesfm,4815,0.43507103628315957,0.016649472171862766,0.015182319997441168,4815,0.43507103628315957,0.016649472171862766,0.015182319997441168,0,0
KOSPI,autoarima,4837,0.4180598519690481,0.017048126490497296,0.016432748675458835,4837,0.4180598519690481,0.017048126490497296,0.016432748675458835,0,0
KOSPI,autoets,4837,0.41953541338149775,0.017675053512419523,0.016886571542919324,4837,0.41953541338149775,0.017675053512419523,0.016886571542919324,0,0
KOSPI,chronos,4837,0.42485044658905563,0.016561737574516434,0.015536212877790802,4837,0.42485044658905563,0.016561737574516434,0.015536212877790802,0,0
KOSPI,ewma,4837,0.42488533766668496,0.01514648809803607,0.014301246982700095,4837,0.42488533766668496,0.01514648809803607,0.014301246982700095,0,0
KOSPI,garch11,4837,0.42705614887971499,0.01766912487206506,0.016142760412544685,4837,0.42705614887971499,0.01766912487206506,0.016142760412544685,0,0
KOSPI,garch11_t,4837,0.42794827416617603,0.016858585250149979,0.015383701362512108,4837,0.42794827416617603,0.016858585250149979,0.015383701362512108,0,0
KOSPI,gjr,4837,0.41160126319396972,0.015651599574899578,0.014508632191417943,4837,0.41160126319396972,0.015651599574899578,0.014508632191417943,0,0
KOSPI,har,4837,0.41795234801345132,0.016693539622473091,0.015785588820868335,4837,0.41795234801345132,0.016693539622473091,0.015785588820868335,0,0
KOSPI,lgbm,4837,0.5149119188974437,0.026777180464324025,0.024090028762073411,4837,0.5149119188974437,0.026777180464324025,0.024090028762073411,0,0
KOSPI,moirai,4837,0.41182674916766804,0.01546782420422279,0.014574261784094584,4837,0.41182674916766804,0.01546782420422279,0.014574261784094584,0,0
KOSPI,naive,4837,0.73187504843499906,0.052893857274827955,0.048539997893406912,4837,0.73187504843499906,0.052893857274827955,0.048539997893406912,0,0
KOSPI,patchtst,4837,0.65039558381665441,0.061782819333278255,0.058864903390818922,4837,0.65039558381665441,0.061782819333278255,0.058864903390818922,0,0
KOSPI,timesfm,4837,0.42838049867960587,0.016182531611774707,0.015383567236914685,4837,0.42838049867960587,0.016182531611774707,0.015383567236914685,0,0
NDX,autoarima,4942,0.45635090217269164,0.027377580945222642,0.026908708789759997,4942,0.45635090217269164,0.027377580945222642,0.026908708789759997,0,0
NDX,autoets,4942,0.44801015730061816,0.023414721472875846,0.02303730627533223,4942,0.44801015730061816,0.023414721472875846,0.02303730627533223,0,0
NDX,chronos,4942,0.45502520343961145,0.024574646718532583,0.023568994756505868,4942,0.45502520343961145,0.024574646718532583,0.023568994756505868,0,0
NDX,ewma,4942,0.48604276592919943,0.023508705679162602,0.022628499182846467,4942,0.48604276592919943,0.023508705679162602,0.022628499182846467,0,0
NDX,garch11,4942,0.46354836300782165,0.018068391184132643,0.017404266337055916,4942,0.46354836300782165,0.018068391184132643,0.017404266337055916,0,0
NDX,garch11_t,4942,0.47311904051811077,0.021287223563054205,0.019968113590104634,4942,0.47311904051811077,0.021287223563054205,0.019968113590104634,0,0
NDX,gjr,4942,0.4197499553007733,0.01357953540664515,0.013312656234807643,4942,0.4197499553007733,0.01357953540664515,0.013312656234807643,0,0
NDX,har,4942,0.4458573679581091,0.024813738559673098,0.024410272962492468,4942,0.4458573679581091,0.024813738559673098,0.024410272962492468,0,0
NDX,lgbm,4942,0.56115462995901622,0.030461296121493318,0.028541655400924841,4942,0.56115462995901622,0.030461296121493318,0.028541655400924841,0,0
NDX,moirai,4942,0.43888531417900833,0.020220750665512398,0.018789840900495822,4942,0.43888531417900833,0.020220750665512398,0.018789840900495822,0,0
NDX,naive,4942,0.78741065347234662,0.063035367974975512,0.054913717075912381,4942,0.78741065347234662,0.063035367974975512,0.054913717075912381,0,0
NDX,patchtst,4942,0.68049402527324032,0.043701372351511447,0.03995429252422826,4942,0.68049402527324032,0.043701372351511447,0.03995429252422826,0,0
NDX,timesfm,4942,0.45039571550450025,0.019938056846312224,0.019434992224246547,4942,0.45039571550450025,0.019938056846312224,0.019434992224246547,0,0
NKX,autoarima,4773,0.46267132732762234,0.023912552482414411,0.021692818013842596,4772,0.46004415976583712,0.023380464520129457,0.021040497194280149,1,-0.0056782588559348762
NKX,autoets,4773,0.44464413513240209,0.020743867444895207,0.019552864287577375,4772,0.44201346853260903,0.020147482232336183,0.018889831499088135,1,-0.0059163416132987255
NKX,chronos,4773,0.43046772296243668,0.014849194396712928,0.013926545968238639,4772,0.42775405062821453,0.014602262496400035,0.013620753678540973,1,-0.0063040088477410647
NKX,ewma,4794,0.47978427954223146,0.012947376698572301,0.011334329190355364,4793,0.47716597862048393,0.012771236816858217,0.011074008666037987,1,-0.0054572461695612138
NKX,garch11,4794,0.46748779845801047,0.011778506696368865,0.010607527896260793,4793,0.46479760121227037,0.011539720163299594,0.010306452238928336,1,-0.0057545828032594792
NKX,garch11_t,4794,0.48283300513810756,0.014586558775580708,0.013311201097289305,4793,0.48014616371612245,0.014399554217010722,0.013087707561262102,1,-0.0055647426613194681
NKX,gjr,4794,0.44293668628423444,0.011367357512268608,0.010382133467610723,4793,0.44022638938621467,0.011119943824758347,0.010075174078336068,1,-0.0061189262076173142
NKX,har,4773,0.42577859495429421,0.016417338073844819,0.015936271939097808,4772,0.42312618580060418,0.016067037623967523,0.015475921772411182,1,-0.0062295502524610333
NKX,lgbm,4773,0.49102287079871804,0.021893607598059254,0.020273699223877222,4772,0.48834606026511018,0.021795648070236512,0.020227726386172502,1,-0.0054514986832561252
NKX,moirai,4773,0.41846464264768707,0.013629488824246137,0.012718896914233774,4772,0.4158776037251059,0.013445383099057125,0.012478422285172003,1,-0.0061822162709197839
NKX,naive,4794,0.63777643425664876,0.022935136806540139,0.019001217041024001,4793,0.63501904262392284,0.022757423465572465,0.01901519546229026,1,-0.0043234454655568513
NKX,patchtst,4773,0.64623580025336291,0.054505423882088649,0.050096539288593693,4772,0.64369108335790215,0.054488946236700968,0.05010746982493032,1,-0.003937752898343117
NKX,timesfm,4773,0.44372098785814046,0.015548643653520768,0.014656823928190286,4772,0.4410781928839056,0.015378208982968633,0.014453921400349644,1,-0.0059559837072204851
SPY,autoarima,4904,0.45769697060813364,0.020227118784229059,0.01928954338068567,4904,0.45769697060813364,0.020227118784229059,0.01928954338068567,0,0
SPY,autoets,4904,0.45100208355622773,0.019154269967526217,0.018443669912751738,4904,0.45100208355622773,0.019154269967526217,0.018443669912751738,0,0
SPY,chronos,4904,0.47936006978566759,0.02212521021426711,0.020367432924377083,4904,0.47936006978566759,0.02212521021426711,0.020367432924377083,0,0
SPY,ewma,4904,0.52220815623243111,0.027639576108321625,0.025926747244672487,4904,0.52220815623243111,0.027639576108321625,0.025926747244672487,0,0
SPY,garch11,4904,0.4948861707479475,0.023616747961332996,0.0220122207230024,4904,0.4948861707479475,0.023616747961332996,0.0220122207230024,0,0
SPY,garch11_t,4904,0.48068464798127297,0.020711964251571246,0.019483692435112412,4904,0.48068464798127297,0.020711964251571246,0.019483692435112412,0,0
SPY,gjr,4904,0.45117430312210394,0.025314355084776304,0.024396641309395086,4904,0.45117430312210394,0.025314355084776304,0.024396641309395086,0,0
SPY,har,4904,0.46235509592457608,0.020467549671790944,0.019460548023973318,4904,0.46235509592457608,0.020467549671790944,0.019460548023973318,0,0
SPY,lgbm,4904,0.62846982085101843,0.032872051326468789,0.028109674331876802,4904,0.62846982085101843,0.032872051326468789,0.028109674331876802,0,0
SPY,moirai,4904,0.47173888977994449,0.023262235614430336,0.021834024808964982,4904,0.47173888977994449,0.023262235614430336,0.021834024808964982,0,0
SPY,naive,4904,1.0097103873549591,0.094972577654309068,0.089878398988171807,4904,1.0097103873549591,0.094972577654309068,0.089878398988171807,0,0
SPY,patchtst,4904,0.82206710818865547,0.057210932559454045,0.050783522440254261,4904,0.82206710818865547,0.057210932559454045,0.050783522440254261,0,0
SPY,timesfm,4904,0.48235308114319353,0.021446812485152615,0.020353219506348219,4904,0.48235308114319353,0.021446812485152615,0.020353219506348219,0,0
TWSE,autoarima,4721,0.54002366360073206,0.022226359997777528,0.020756907456734457,4719,0.53521588445541857,0.021962730810630184,0.020546530893310426,2,-0.0089029045750634739
TWSE,autoets,4721,0.5367086039800627,0.022978787550816154,0.021076342791257228,4719,0.53191684916776028,0.022737023176586151,0.020866995496608851,2,-0.0089280380019404904
TWSE,chronos,4721,0.54255653113442714,0.023306757738696077,0.021719086691910725,4719,0.53777143832001706,0.02305020225055229,0.021493453063799833,2,-0.0088195285464631179
TWSE,ewma,4721,0.5653708412711852,0.016846718733393679,0.015482946573220864,4719,0.56047097190714756,0.016397548347478915,0.015104781478472606,2,-0.0086666467499822274
TWSE,garch11,4721,0.57059757204664363,0.01649038706617514,0.015478161504900851,4719,0.56554459925307621,0.01591698538358317,0.015033008222672579,2,-0.0088555806072626725
TWSE,garch11_t,4721,0.57154553505946648,0.018260094764394726,0.016662807271424995,4719,0.56648884613017969,0.017740264828656521,0.016257702106419997,2,-0.0088473946852907649
TWSE,gjr,4721,0.54381182245643755,0.015597862181335185,0.01502804227179699,4719,0.53881033157559599,0.014989929974857496,0.014603412762790159,2,-0.0091970984710289406
TWSE,har,4721,0.5323774156910378,0.020649037217431002,0.019635453022000912,4719,0.52748756527063012,0.020361281049214853,0.019364238523687093,2,-0.009184932110729278
TWSE,lgbm,4721,0.59672886782127588,0.025052339548747742,0.02223001483101188,4719,0.59184557506971336,0.024812959239391082,0.021991989290635911,2,-0.0081834364229636958
TWSE,moirai,4721,0.52861307393490897,0.022300033592635837,0.020864634001039436,4719,0.5238486748073411,0.022056032421914847,0.020628994512288376,2,-0.0090130179567873159
TWSE,naive,4721,0.76210119301567103,0.031096326074939451,0.026106012210433668,4719,0.75696444250496464,0.030778365269211558,0.025842420852020816,2,-0.0067402473028286714
TWSE,patchtst,4721,0.75763212895653842,0.066050577794354789,0.059338926109999753,4719,0.7530487431894215,0.066029617567967325,0.059348630970906653,2,-0.006049619059093317
TWSE,timesfm,4721,0.54708305489121944,0.021849517986063056,0.020542018123935874,4719,0.54214355651966173,0.021587717332698427,0.020293599557598192,2,-0.0090287906514301981
