asset,loss,rung,pairs,significant_5pct,expected_by_chance,rho_capped,variance_nonpositive,nonfinite_statistic,p_exactly_0_or_1,bandwidth_min,bandwidth_median,bandwidth_max,rho1_min,rho1_median,rho1_max,n_eff_min,n_eff_median,n_eff_max,n_min,n_median,n_max
BTC-USD,pinball_0p01,auto,78,25,3.9000000000000004,0,0,0,0,0.0020464330572963689,0.083717359469634767,0.39904318565270153,-0.078060915995088007,-0.0067706901195572714,0.10581689929593691,2256.8519577282696,2829.0543803310638,3263.6299607472329,2791,2791,2791
BTC-USD,pinball_0p01,fixed,78,25,3.9000000000000004,0,0,0,0,9,9,9,-0.078060915995088007,-0.0067706901195572714,0.10581689929593691,2256.8519577282696,2829.0543803310638,3263.6299607472329,2791,2791,2791
BTC-USD,pinball_0p01,twice_auto,78,25,3.9000000000000004,0,0,0,0,0.0040928661145927378,0.16743471893926953,0.79808637130540305,-0.078060915995088007,-0.0067706901195572714,0.10581689929593691,2256.8519577282696,2829.0543803310638,3263.6299607472329,2791,2791,2791
BTC-USD,pinball_0p025,auto,78,35,3.9000000000000004,0,0,0,0,0.001403259148843713,0.09371024963415335,0.51130896782174795,-0.056081734191995851,-0.0034879629034876821,0.05928713744036361,2478.5815919073771,2810.538127795824,3122.6476135693251,2791,2791,2791
BTC-USD,pinball_0p025,fixed,78,35,3.9000000000000004,0,0,0,0,9,9,9,-0.056081734191995851,-0.0034879629034876821,0.05928713744036361,2478.5815919073771,2810.538127795824,3122.6476135693251,2791,2791,2791
BTC-USD,pinball_0p025,twice_auto,78,35,3.9000000000000004,0,0,0,0,0.002806518297687426,0.1874204992683067,1.0226179356434959,-0.056081734191995851,-0.0034879629034876821,0.05928713744036361,2478.5815919073771,2810.538127795824,3122.6476135693251,2791,2791,2791
BTC-USD,pinball_0p05,auto,78,40,3.9000000000000004,0,0,0,0,0.0084181448680577219,0.14567814031777182,1.596863411982645,-0.052506859638795235,0.0035229434838499277,0.10216856878685954,2273.561046359745,2771.403968674525,3100.3355276345546,2791,2791,2791
BTC-USD,pinball_0p05,fixed,78,39,3.9000000000000004,0,0,0,0,9,9,9,-0.052506859638795235,0.0035229434838499277,0.10216856878685954,2273.561046359745,2771.403968674525,3100.3355276345546,2791,2791,2791
BTC-USD,pinball_0p05,twice_auto,78,40,3.9000000000000004,0,0,0,0,0.016836289736115444,0.29135628063554364,3.1937268239652901,-0.052506859638795235,0.0035229434838499277,0.10216856878685954,2273.561046359745,2771.403968674525,3100.3355276345546,2791,2791,2791
BTC-USD,pinball_avg,auto,78,38,3.9000000000000004,0,0,0,0,0.0033000869297649662,0.10082653320675905,0.72198938938006529,-0.061834534213226593,-0.0027752174017793641,0.072248372553153348,2414.8833968743465,2806.534417632744,3158.9099077568035,2791,2791,2791
BTC-USD,pinball_avg,fixed,78,37,3.9000000000000004,0,0,0,0,9,9,9,-0.061834534213226593,-0.0027752174017793641,0.072248372553153348,2414.8833968743465,2806.534417632744,3158.9099077568035,2791,2791,2791
BTC-USD,pinball_avg,twice_auto,78,38,3.9000000000000004,0,0,0,0,0.0066001738595299324,0.2016530664135181,1.4439787787601306,-0.061834534213226593,-0.0027752174017793641,0.072248372553153348,2414.8833968743465,2806.534417632744,3158.9099077568035,2791,2791,2791
BTC-USD,qlike,auto,78,64,3.9000000000000004,0,0,0,0,0.0048608084185883691,0.40212213199469138,4.7056454041959217,-0.051535525392885889,0.06739144261001706,0.41765343640475877,1146.4926598112975,2438.5749755862271,3094.3021377656264,2791,2791,2791
BTC-USD,qlike,fixed,78,64,3.9000000000000004,0,0,0,0,9,9,9,-0.051535525392885889,0.06739144261001706,0.41765343640475877,1146.4926598112975,2438.5749755862271,3094.3021377656264,2791,2791,2791
BTC-USD,qlike,twice_auto,78,64,3.9000000000000004,0,0,0,0,0.0097216168371767383,0.80424426398938276,9.4112908083918434,-0.051535525392885889,0.06739144261001706,0.41765343640475877,1146.4926598112975,2438.5749755862271,3094.3021377656264,2791,2791,2791
BTC-USD,qlike_ex_near_zero,auto,78,64,3.9000000000000004,0,0,0,0,0.0048608084185883691,0.40212213199469138,4.7056454041959217,-0.051535525392885889,0.06739144261001706,0.41765343640475877,1146.4926598112975,2438.5749755862271,3094.3021377656264,2791,2791,2791
BTC-USD,qlike_ex_near_zero,fixed,78,64,3.9000000000000004,0,0,0,0,9,9,9,-0.051535525392885889,0.06739144261001706,0.41765343640475877,1146.4926598112975,2438.5749755862271,3094.3021377656264,2791,2791,2791
BTC-USD,qlike_ex_near_zero,twice_auto,78,64,3.9000000000000004,0,0,0,0,0.0097216168371767383,0.80424426398938276,9.4112908083918434,-0.051535525392885889,0.06739144261001706,0.41765343640475877,1146.4926598112975,2438.5749755862271,3094.3021377656264,2791,2791,2791
CAC,crps,auto,78,61,3.9000000000000004,0,0,0,0,0.043295923939930432,1.0007699711825511,3.255310201615778,-0.20502676735326594,-0.04040281188815037,0.12311812729872328,3933.45167110282,5462.7446981531029,7636.6405868957345,5038,5038,5038
CAC,crps,fixed,78,61,3.9000000000000004,0,0,0,0,10,10,10,-0.20502676735326594,-0.04040281188815037,0.12311812729872328,3933.45167110282,5462.7446981531029,7636.6405868957345,5038,5038,5038
CAC,crps,twice_auto,78,61,3.9000000000000004,0,0,0,0,0.086591847879860864,2.0015399423651021,6.510620403231556,-0.20502676735326594,-0.04040281188815037,0.12311812729872328,3933.45167110282,5462.7446981531029,7636.6405868957345,5038,5038,5038
CAC,fz0_0p01,auto,78,49,3.9000000000000004,0,0,0,0,0.0042370437145437811,0.34977438020215912,2.1611624066572377,-0.017181482972845951,0.051057232137693351,0.098729193492940334,4132.5945920738304,4548.545920043538,5214.1470906735194,5038,5038,5038
CAC,fz0_0p01,fixed,78,48,3.9000000000000004,0,0,0,0,10,10,10,-0.017181482972845951,0.051057232137693351,0.098729193492940334,4132.5945920738304,4548.545920043538,5214.1470906735194,5038,5038,5038
CAC,fz0_0p01,twice_auto,78,49,3.9000000000000004,0,0,0,0,0.0084740874290875623,0.69954876040431824,4.3223248133144754,-0.017181482972845951,0.051057232137693351,0.098729193492940334,4132.5945920738304,4548.545920043538,5214.1470906735194,5038,5038,5038
CAC,fz0_0p025,auto,78,48,3.9000000000000004,0,0,0,0,0.0079584464003697383,0.40568651253286192,1.8754387915464323,-0.0073381979149421501,0.061395486284549494,0.12637960583025429,3907.4744633564114,4455.198821031765,5112.4862772352562,5038,5038,5038
CAC,fz0_0p025,fixed,78,44,3.9000000000000004,0,0,0,0,10,10,10,-0.0073381979149421501,0.061395486284549494,0.12637960583025429,3907.4744633564114,4455.198821031765,5112.4862772352562,5038,5038,5038
CAC,fz0_0p025,twice_auto,78,48,3.9000000000000004,0,0,0,0,0.015916892800739477,0.81137302506572384,3.7508775830928647,-0.0073381979149421501,0.061395486284549494,0.12637960583025429,3907.4744633564114,4455.198821031765,5112.4862772352562,5038,5038,5038
CAC,fz0_0p05,auto,78,44,3.9000000000000004,0,0,0,0,0.010232196578042202,0.40711425751632202,1.5447248773271975,-0.015997664937970408,0.049174336350808832,0.12316086424108712,3933.1103020031696,4565.7542731980557,5201.8130989850024,5038,5038,5038
CAC,fz0_0p05,fixed,78,44,3.9000000000000004,0,0,0,0,10,10,10,-0.015997664937970408,0.049174336350808832,0.12316086424108712,3933.1103020031696,4565.7542731980557,5201.8130989850024,5038,5038,5038
CAC,fz0_0p05,twice_auto,78,44,3.9000000000000004,0,0,0,0,0.020464393156084403,0.81422851503264404,3.0894497546543951,-0.015997664937970408,0.049174336350808832,0.12316086424108712,3933.1103020031696,4565.7542731980557,5201.8130989850024,5038,5038,5038
CAC,fz0_avg,auto,78,48,3.9000000000000004,0,0,0,0,0.0046394860582899752,0.38080868210993934,2.0328458905102775,-0.0084751571007469651,0.061508057218559543,0.11928241914218488,3964.1962533122073,4454.156998270646,5124.1256110310123,5038,5038,5038
CAC,fz0_avg,fixed,78,45,3.9000000000000004,0,0,0,0,10,10,10,-0.0084751571007469651,0.061508057218559543,0.11928241914218488,3964.1962533122073,4454.156998270646,5124.1256110310123,5038,5038,5038
CAC,fz0_avg,twice_auto,78,48,3.9000000000000004,0,0,0,0,0.0092789721165799505,0.76161736421987869,4.0656917810205551,-0.0084751571007469651,0.061508057218559543,0.11928241914218488,3964.1962533122073,4454.156998270646,5124.1256110310123,5038,5038,5038
CAC,log_score,auto,78,54,3.9000000000000004,0,0,0,0,0.0018725091093731391,0.30619242019180393,2.0962000154083769,-0.030594488838314119,0.028844215164515678,0.11456897383729195,4002.2660010442064,4755.5324525984215,5355.9990891174511,5038,5038,5038
CAC,log_score,fixed,78,54,3.9000000000000004,0,0,0,0,10,10,10,-0.030594488838314119,0.028844215164515678,0.11456897383729195,4002.2660010442064,4755.5324525984215,5355.9990891174511,5038,5038,5038
CAC,log_score,twice_auto,78,54,3.9000000000000004,0,0,0,0,0.0037450182187462782,0.61238484038360785,4.1924000308167537,-0.030594488838314119,0.028844215164515678,0.11456897383729195,4002.2660010442064,4755.5324525984215,5355.9990891174511,5038,5038,5038
CAC,pinball_0p01,auto,78,52,3.9000000000000004,0,0,0,0,0.0024246060638688795,0.31039040685804231,2.0017765329630768,-0.032789600697638539,0.035330721761108456,0.065312468962147915,4420.2578291008585,4694.1678046341913,5379.5885694236867,5038,5038,5038
CAC,pinball_0p01,fixed,78,47,3.9000000000000004,0,0,0,0,10,10,10,-0.032789600697638539,0.035330721761108456,0.065312468962147915,4420.2578291008585,4694.1678046341913,5379.5885694236867,5038,5038,5038
CAC,pinball_0p01,twice_auto,78,52,3.9000000000000004,0,0,0,0,0.0048492121277377591,0.62078081371608462,4.0035530659261536,-0.032789600697638539,0.035330721761108456,0.065312468962147915,4420.2578291008585,4694.1678046341913,5379.5885694236867,5038,5038,5038
CAC,pinball_0p025,auto,78,46,3.9000000000000004,0,0,0,0,0.0031705952732659767,0.30118480336888886,1.4332754320557153,-0.026175100640816663,0.022273302803777394,0.10253454625178951,4100.9426610301516,4818.4639929114755,5308.8292981935665,5038,5038,5038
CAC,pinball_0p025,fixed,78,43,3.9000000000000004,0,0,0,0,10,10,10,-0.026175100640816663,0.022273302803777394,0.10253454625178951,4100.9426610301516,4818.4639929114755,5308.8292981935665,5038,5038,5038
CAC,pinball_0p025,twice_auto,78,46,3.9000000000000004,0,0,0,0,0.0063411905465319534,0.60236960673777773,2.8665508641114306,-0.026175100640816663,0.022273302803777394,0.10253454625178951,4100.9426610301516,4818.4639929114755,5308.8292981935665,5038,5038,5038
CAC,pinball_0p05,auto,78,42,3.9000000000000004,0,0,0,0,0.01819387678548286,0.25300676541889555,0.92933275981221752,-0.04625522260014988,-0.0015601110076048936,0.1326117021574858,3858.2527764868241,5053.7445207560741,5526.6712189289547,5038,5038,5038
CAC,pinball_0p05,fixed,78,37,3.9000000000000004,0,0,0,0,10,10,10,-0.04625522260014988,-0.0015601110076048936,0.1326117021574858,3858.2527764868241,5053.7445207560741,5526.6712189289547,5038,5038,5038
CAC,pinball_0p05,twice_auto,78,42,3.9000000000000004,0,0,0,0,0.036387753570965721,0.5060135308377911,1.858665519624435,-0.04625522260014988,-0.0015601110076048936,0.1326117021574858,3858.2527764868241,5053.7445207560741,5526.6712189289547,5038,5038,5038
CAC,pinball_avg,auto,78,46,3.9000000000000004,0,0,0,0,0.01358819077454544,0.28738706483229004,1.4337443082642731,-0.036653199630400479,0.019321098561386297,0.094213903466683499,4170.4371877173762,4847.0110595530577,5421.3693528999338,5038,5038,5038
CAC,pinball_avg,fixed,78,43,3.9000000000000004,0,0,0,0,10,10,10,-0.036653199630400479,0.019321098561386297,0.094213903466683499,4170.4371877173762,4847.0110595530577,5421.3693528999338,5038,5038,5038
CAC,pinball_avg,twice_auto,78,46,3.9000000000000004,0,0,0,0,0.02717638154909088,0.57477412966458008,2.8674886165285463,-0.036653199630400479,0.019321098561386297,0.094213903466683499,4170.4371877173762,4847.0110595530577,5421.3693528999338,5038,5038,5038
CAC,qlike,auto,78,55,3.9000000000000004,0,0,0,0,0.042737077229643393,0.69169226342020784,6.7987255274633105,0.00064263099300855629,0.093907304589384843,0.51619558642251984,1598.6460676503486,4149.8552865491201,5003.5649727979753,5010,5010,5010
CAC,qlike,fixed,78,53,3.9000000000000004,0,0,0,0,10,10,10,0.00064263099300855629,0.093907304589384843,0.51619558642251984,1598.6460676503486,4149.8552865491201,5003.5649727979753,5010,5010,5010
CAC,qlike,twice_auto,78,55,3.9000000000000004,0,0,0,0,0.085474154459286786,1.3833845268404157,13.597451054926621,0.00064263099300855629,0.093907304589384843,0.51619558642251984,1598.6460676503486,4149.8552865491201,5003.5649727979753,5010,5010,5010
CAC,qlike_ex_near_zero,auto,78,55,3.9000000000000004,0,0,0,0,0.037799187660392725,0.69004757020249052,6.7979365559709644,0.0005224711853522283,0.093749830214093208,0.51619452139967892,1598.0125258556554,4149.5166499424267,5002.7696613087683,5008,5008,5008
CAC,qlike_ex_near_zero,fixed,78,53,3.9000000000000004,0,0,0,0,10,10,10,0.0005224711853522283,0.093749830214093208,0.51619452139967892,1598.0125258556554,4149.5166499424267,5002.7696613087683,5008,5008,5008
CAC,qlike_ex_near_zero,twice_auto,78,55,3.9000000000000004,0,0,0,0,0.075598375320785449,1.380095140404981,13.595873111941929,0.0005224711853522283,0.093749830214093208,0.51619452139967892,1598.0125258556554,4149.5166499424267,5002.7696613087683,5008,5008,5008
DAX,crps,auto,78,60,3.9000000000000004,0,0,0,0,0.011295670937860025,0.46173361900461007,2.0706828861950939,-0.20202894576634836,-0.017297529226172802,0.094144639389229706,4136.247821986045,5171.8797212466316,7525.7574584782751,4996,4996,4996
DAX,crps,fixed,78,60,3.9000000000000004,0,0,0,0,10,10,10,-0.20202894576634836,-0.017297529226172802,0.094144639389229706,4136.247821986045,5171.8797212466316,7525.7574584782751,4996,4996,4996
DAX,crps,twice_auto,78,60,3.9000000000000004,0,0,0,0,0.022591341875720049,0.92346723800922015,4.1413657723901878,-0.20202894576634836,-0.017297529226172802,0.094144639389229706,4136.247821986045,5171.8797212466316,7525.7574584782751,4996,4996,4996
DAX,fz0_0p01,auto,78,39,3.9000000000000004,0,0,0,0,0.0040852214864387998,0.22185569319255966,2.3054190539989996,-0.010093569955049665,0.014941896467751804,0.093556999113710196,4141.1551808439499,4848.9051277265507,5097.8833173821049,4996,4996,4996
DAX,fz0_0p01,fixed,78,36,3.9000000000000004,0,0,0,0,10,10,10,-0.010093569955049665,0.014941896467751804,0.093556999113710196,4141.1551808439499,4848.9051277265507,5097.8833173821049,4996,4996,4996
DAX,fz0_0p01,twice_auto,78,38,3.9000000000000004,0,0,0,0,0.0081704429728775996,0.44371138638511931,4.6108381079979992,-0.010093569955049665,0.014941896467751804,0.093556999113710196,4141.1551808439499,4848.9051277265507,5097.8833173821049,4996,4996,4996
DAX,fz0_0p025,auto,78,35,3.9000000000000004,0,0,0,0,0.00038931107118583808,0.31025497084974418,2.1263163136406749,-0.0095093427259987547,0.023940504588272297,0.088784552444993559,4181.2058829837279,4762.3816040424917,5091.9295797697705,4996,4996,4996
DAX,fz0_0p025,fixed,78,33,3.9000000000000004,0,0,0,0,10,10,10,-0.0095093427259987547,0.023940504588272297,0.088784552444993559,4181.2058829837279,4762.3816040424917,5091.9295797697705,4996,4996,4996
DAX,fz0_0p025,twice_auto,78,35,3.9000000000000004,0,0,0,0,0.00077862214237167616,0.62050994169948837,4.2526326272813497,-0.0095093427259987547,0.023940504588272297,0.088784552444993559,4181.2058829837279,4762.3816040424917,5091.9295797697705,4996,4996,4996
DAX,fz0_0p05,auto,78,36,3.9000000000000004,0,0,0,0,0.012569337570712649,0.51225969535568094,1.8707171516045575,-0.01806373163027114,0.036151255775227105,0.085835282152123701,4206.132371491809,4647.3807473980505,5179.8131580060026,4996,4996,4996
DAX,fz0_0p05,fixed,78,36,3.9000000000000004,0,0,0,0,10,10,10,-0.01806373163027114,0.036151255775227105,0.085835282152123701,4206.132371491809,4647.3807473980505,5179.8131580060026,4996,4996,4996
DAX,fz0_0p05,twice_auto,78,36,3.9000000000000004,0,0,0,0,0.025138675141425298,1.0245193907113619,3.7414343032091151,-0.01806373163027114,0.036151255775227105,0.085835282152123701,4206.132371491809,4647.3807473980505,5179.8131580060026,4996,4996,4996
DAX,fz0_avg,auto,78,37,3.9000000000000004,0,0,0,0,0.0092448781464473696,0.36067621488727342,2.2392265841032408,-0.010885264305230466,0.021692834186431153,0.091397859432692075,4159.2314434571417,4783.8487564239367,5105.9625321641415,4996,4996,4996
DAX,fz0_avg,fixed,78,33,3.9000000000000004,0,0,0,0,10,10,10,-0.010885264305230466,0.021692834186431153,0.091397859432692075,4159.2314434571417,4783.8487564239367,5105.9625321641415,4996,4996,4996
DAX,fz0_avg,twice_auto,78,37,3.9000000000000004,0,0,0,0,0.018489756292894739,0.72135242977454683,4.4784531682064816,-0.010885264305230466,0.021692834186431153,0.091397859432692075,4159.2314434571417,4783.8487564239367,5105.9625321641415,4996,4996,4996
DAX,log_score,auto,78,49,3.9000000000000004,0,0,0,0,0.0078368068689202864,0.36887059790653465,1.9380936729284897,-0.054306424552195011,0.023844181924018347,0.096684035122561213,4115.1019035517666,4763.2983570385777,5569.7902934030044,4996,4996,4996
DAX,log_score,fixed,78,49,3.9000000000000004,0,0,0,0,10,10,10,-0.054306424552195011,0.023844181924018347,0.096684035122561213,4115.1019035517666,4763.2983570385777,5569.7902934030044,4996,4996,4996
DAX,log_score,twice_auto,78,49,3.9000000000000004,0,0,0,0,0.015673613737840573,0.73774119581306929,3.8761873458569793,-0.054306424552195011,0.023844181924018347,0.096684035122561213,4115.1019035517666,4763.2983570385777,5569.7902934030044,4996,4996,4996
DAX,pinball_0p01,auto,78,34,3.9000000000000004,0,0,0,0,0.00091172232945384659,0.17974574886126909,2.177381983375513,-0.01978366508204989,0.0120711504894643,0.078395994519970508,4269.613050100179,4876.8237344589534,5197.6681159637983,4996,4996,4996
DAX,pinball_0p01,fixed,78,34,3.9000000000000004,0,0,0,0,10,10,10,-0.01978366508204989,0.0120711504894643,0.078395994519970508,4269.613050100179,4876.8237344589534,5197.6681159637983,4996,4996,4996
DAX,pinball_0p01,twice_auto,78,34,3.9000000000000004,0,0,0,0,0.0018234446589076932,0.35949149772253819,4.3547639667510261,-0.01978366508204989,0.0120711504894643,0.078395994519970508,4269.613050100179,4876.8237344589534,5197.6681159637983,4996,4996,4996
DAX,pinball_0p025,auto,78,34,3.9000000000000004,0,0,0,0,0.0095194094138041779,0.245637059614046,1.5265640854855449,-0.033248880913118901,0.0070615963227536518,0.059502403781117617,4434.8422183289786,4925.9369859843655,5339.6487546015733,4996,4996,4996
DAX,pinball_0p025,fixed,78,32,3.9000000000000004,0,0,0,0,10,10,10,-0.033248880913118901,0.0070615963227536518,0.059502403781117617,4434.8422183289786,4925.9369859843655,5339.6487546015733,4996,4996,4996
DAX,pinball_0p025,twice_auto,78,34,3.9000000000000004,0,0,0,0,0.019038818827608356,0.491274119228092,3.0531281709710898,-0.033248880913118901,0.0070615963227536518,0.059502403781117617,4434.8422183289786,4925.9369859843655,5339.6487546015733,4996,4996,4996
DAX,pinball_0p05,auto,78,35,3.9000000000000004,0,0,0,0,0.0086826065703743058,0.32275782646891571,1.2773288832854941,-0.059165672814480985,0.0063483162656132082,0.06729778136413056,4365.9608083782041,4932.9678027399441,5624.3607917780837,4996,4996,4996
DAX,pinball_0p05,fixed,78,34,3.9000000000000004,0,0,0,0,10,10,10,-0.059165672814480985,0.0063483162656132082,0.06729778136413056,4365.9608083782041,4932.9678027399441,5624.3607917780837,4996,4996,4996
DAX,pinball_0p05,twice_auto,78,35,3.9000000000000004,0,0,0,0,0.017365213140748612,0.64551565293783142,2.5546577665709882,-0.059165672814480985,0.0063483162656132082,0.06729778136413056,4365.9608083782041,4932.9678027399441,5624.3607917780837,4996,4996,4996
DAX,pinball_avg,auto,78,34,3.9000000000000004,0,0,0,0,0.013504242690012344,0.25429139268091533,1.6139515647517548,-0.043492950500971767,0.011128150765172991,0.06181319368471537,4414.3181797220432,4886.032813133972,5450.3422462315593,4996,4996,4996
DAX,pinball_avg,fixed,78,33,3.9000000000000004,0,0,0,0,10,10,10,-0.043492950500971767,0.011128150765172991,0.06181319368471537,4414.3181797220432,4886.032813133972,5450.3422462315593,4996,4996,4996
DAX,pinball_avg,twice_auto,78,34,3.9000000000000004,0,0,0,0,0.027008485380024688,0.50858278536183066,3.2279031295035097,-0.043492950500971767,0.011128150765172991,0.06181319368471537,4414.3181797220432,4886.032813133972,5450.3422462315593,4996,4996,4996
DAX,qlike,auto,78,56,3.9000000000000004,0,0,0,0,0.053496267049131262,1.8068525241965037,5.4052003405740159,-0.010025844430169699,0.12742180269822662,0.56681505257597942,1381.2683212178031,3866.8331180879154,5097.1927806222302,4996,4996,4996
DAX,qlike,fixed,78,55,3.9000000000000004,0,0,0,0,10,10,10,-0.010025844430169699,0.12742180269822662,0.56681505257597942,1381.2683212178031,3866.8331180879154,5097.1927806222302,4996,4996,4996
DAX,qlike,twice_auto,78,56,3.9000000000000004,0,0,0,0,0.10699253409826252,3.6137050483930073,10.810400681148032,-0.010025844430169699,0.12742180269822662,0.56681505257597942,1381.2683212178031,3866.8331180879154,5097.1927806222302,4996,4996,4996
DAX,qlike_ex_near_zero,auto,78,56,3.9000000000000004,0,0,0,0,0.053496267049131262,1.8068525241965037,5.4052003405740159,-0.010025844430169699,0.12742180269822662,0.56681505257597942,1381.2683212178031,3866.8331180879154,5097.1927806222302,4996,4996,4996
DAX,qlike_ex_near_zero,fixed,78,55,3.9000000000000004,0,0,0,0,10,10,10,-0.010025844430169699,0.12742180269822662,0.56681505257597942,1381.2683212178031,3866.8331180879154,5097.1927806222302,4996,4996,4996
DAX,qlike_ex_near_zero,twice_auto,78,56,3.9000000000000004,0,0,0,0,0.10699253409826252,3.6137050483930073,10.810400681148032,-0.010025844430169699,0.12742180269822662,0.56681505257597942,1381.2683212178031,3866.8331180879154,5097.1927806222302,4996,4996,4996
DIA,crps,auto,78,65,3.9000000000000004,0,0,0,0,0.011609920720728686,1.9204591400732349,8.5036740007973961,-0.12022209410773416,0.079141224344693534,0.3517242073352978,2351.9179947918969,4184.7585913001194,6244.2681416655732,4904,4904,4904
DIA,crps,fixed,78,65,3.9000000000000004,0,0,0,0,10,10,10,-0.12022209410773416,0.079141224344693534,0.3517242073352978,2351.9179947918969,4184.7585913001194,6244.2681416655732,4904,4904,4904
DIA,crps,twice_auto,78,65,3.9000000000000004,0,0,0,0,0.023219841441457372,3.8409182801464699,17.007348001594792,-0.12022209410773416,0.079141224344693534,0.3517242073352978,2351.9179947918969,4184.7585913001194,6244.2681416655732,4904,4904,4904
DIA,fz0_0p01,auto,78,44,3.9000000000000004,0,0,0,0,0.0055463885099875003,0.35467083267456084,3.4781151186460848,-0.084798607536856002,0.033700761681098326,0.12469995834518127,3816.5480245868648,4584.2436795454141,5812.7669113822694,4904,4904,4904
