asset,loss,regime,variant,statistic,model,mean_loss,mcs_p_value,eliminated_at_step,n,n_dropped,block_length,n_boot,seed,config_hash,in_mcs_0.1,in_mcs_0.25
BTC-USD,crps,full,headline,semi_quadratic,moirai,0.01605718650796303,1,13,2791,0,111,10000,1070855911,45d68d10c1a8effea531cf3d2212d839cc1f9018f273d510085ce42ac8b29f03,True,True
BTC-USD,crps,full,headline,semi_quadratic,naive,0.016678466759962197,0,8,2791,0,111,10000,1070855911,45d68d10c1a8effea531cf3d2212d839cc1f9018f273d510085ce42ac8b29f03,False,False
BTC-USD,crps,full,headline,semi_quadratic,patchtst,0.01647251015019538,0,5,2791,0,111,10000,1070855911,45d68d10c1a8effea531cf3d2212d839cc1f9018f273d510085ce42ac8b29f03,False,False
BTC-USD,crps,full,headline,semi_quadratic,timesfm,0.01607783458933142,0.1351,12,2791,0,111,10000,1070855911,45d68d10c1a8effea531cf3d2212d839cc1f9018f273d510085ce42ac8b29f03,True,False
BTC-USD,crps,full,drop_garch11_t,range,autoarima,0.01634454427922747,0,2,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,autoets,0.016471031686980653,0,3,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,chronos,0.016124428223092409,0.00029999999999999997,9,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,ewma,0.016328640851015541,0,7,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,garch11,0.016467032839181463,0,6,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,gjr,0.016472390415348908,0,4,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,har,0.01633584442156176,0,1,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,lgbm,0.01642982481489717,0.00029999999999999997,10,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,moirai,0.01605718650796303,1,12,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,True,True
BTC-USD,crps,full,drop_garch11_t,range,naive,0.016678466759962197,0,8,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,patchtst,0.01647251015019538,0,5,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,False,False
BTC-USD,crps,full,drop_garch11_t,range,timesfm,0.01607783458933142,0.14019999999999999,11,2791,0,111,10000,1577589867,595446518a63a6af123900892f9bdf469e7f302d4d0c93c6415594bf9ff496ba,True,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,autoarima,0.01634454427922747,0,3,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,autoets,0.016471031686980653,0,2,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,chronos,0.016124428223092409,0,9,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,ewma,0.016328640851015541,0,7,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,garch11,0.016467032839181463,0,6,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,gjr,0.016472390415348908,0,4,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,har,0.01633584442156176,0,1,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,lgbm,0.01642982481489717,0.0011000000000000001,10,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,moirai,0.01605718650796303,1,12,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,True,True
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,naive,0.016678466759962197,0,8,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,patchtst,0.01647251015019538,0,5,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,False,False
BTC-USD,crps,full,drop_garch11_t,semi_quadratic,timesfm,0.01607783458933142,0.13930000000000001,11,2791,0,111,10000,1368463302,3a783dc7fdd98c4b3a06d428a36ace4505a0d68c252684a33ef2e9dae96abe71,True,False
BTC-USD,log_score,full,headline,range,autoarima,-2.0703286883318008,0.016199999999999999,9,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,autoets,-2.0530196236949587,0.002,3,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,chronos,-2.0805739032196855,0.016199999999999999,8,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,ewma,-2.0297837088397479,0,1,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,garch11,-2.0610111112945888,0.011599999999999999,5,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,garch11_t,-2.1509122373193597,1,13,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,True,True
BTC-USD,log_score,full,headline,range,gjr,-2.0569445157469266,0.011599999999999999,6,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,har,-2.0743268128119103,0.022100000000000002,10,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,lgbm,-2.0548351403014857,0.016199999999999999,7,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,moirai,-2.0993970434830049,0.27639999999999998,11,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,True,True
BTC-USD,log_score,full,headline,range,naive,-2.0363497291092254,0.011599999999999999,4,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,patchtst,-1.9542227017064087,0.002,2,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,False,False
BTC-USD,log_score,full,headline,range,timesfm,-2.1049980563922306,0.27639999999999998,12,2791,0,25,10000,1176849972,666c380cf616736fa4f849bde0e8cbb3e6f7f37ac2129fc607c3180801307938,True,True
BTC-USD,log_score,full,headline,semi_quadratic,autoarima,-2.0703286883318008,0.0252,9,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,autoets,-2.0530196236949587,0.0051999999999999998,2,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,chronos,-2.0805739032196855,0.017500000000000002,7,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,ewma,-2.0297837088397479,0.0038999999999999998,1,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,garch11,-2.0610111112945888,0.010200000000000001,5,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,garch11_t,-2.1509122373193597,1,13,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,True,True
BTC-USD,log_score,full,headline,semi_quadratic,gjr,-2.0569445157469266,0.0101,4,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,har,-2.0743268128119103,0.0349,10,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,lgbm,-2.0548351403014857,0.017500000000000002,8,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,moirai,-2.0993970434830049,0.251,11,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,True,True
BTC-USD,log_score,full,headline,semi_quadratic,naive,-2.0363497291092254,0.010999999999999999,6,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,patchtst,-1.9542227017064087,0.0051999999999999998,3,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,False,False
BTC-USD,log_score,full,headline,semi_quadratic,timesfm,-2.1049980563922306,0.251,12,2791,0,25,10000,1979417504,2639842c434763fba0d338132c5e362eb7d316cb03ff2d84e294c937f60193db,True,True
BTC-USD,log_score,full,drop_garch11_t,range,autoarima,-2.0703286883318008,0.092799999999999994,10,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,autoets,-2.0530196236949587,0.087400000000000005,8,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,chronos,-2.0805739032196855,0.0172,6,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,ewma,-2.0297837088397479,0,1,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,garch11,-2.0610111112945888,0.0111,4,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,gjr,-2.0569445157469266,0.0111,3,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,har,-2.0743268128119103,0.092799999999999994,9,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,lgbm,-2.0548351403014857,0.025899999999999999,7,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,moirai,-2.0993970434830049,0.65239999999999998,11,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,True,True
BTC-USD,log_score,full,drop_garch11_t,range,naive,-2.0363497291092254,0.0111,5,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,patchtst,-1.9542227017064087,0.0028,2,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,False,False
BTC-USD,log_score,full,drop_garch11_t,range,timesfm,-2.1049980563922306,1,12,2791,0,25,10000,1070703962,7603fd10a793980b9aa92e10231bf66175fa7deb0223f958855603a9247562f3,True,True
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,autoarima,-2.0703286883318008,0.081600000000000006,10,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,autoets,-2.0530196236949587,0.040899999999999999,8,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,chronos,-2.0805739032196855,0.030800000000000001,6,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,ewma,-2.0297837088397479,0.0032000000000000002,1,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,garch11,-2.0610111112945888,0.030800000000000001,4,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,gjr,-2.0569445157469266,0.030800000000000001,5,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,har,-2.0743268128119103,0.066100000000000006,9,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,lgbm,-2.0548351403014857,0.030800000000000001,7,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,moirai,-2.0993970434830049,0.64170000000000005,11,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,True,True
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,naive,-2.0363497291092254,0.023599999999999999,3,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,patchtst,-1.9542227017064087,0.0073000000000000001,2,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,False,False
BTC-USD,log_score,full,drop_garch11_t,semi_quadratic,timesfm,-2.1049980563922306,1,12,2791,0,25,10000,295771181,e2f754d42f32b31e2385a33647bcbbddc9468ddbec7c1cecd8fcf51d31ebf5e7,True,True
BTC-USD,pinball_0p01,full,headline,range,autoarima,0.0012769397597864774,0.082299999999999998,5,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,False,False
BTC-USD,pinball_0p01,full,headline,range,autoets,0.0013050121654908386,0.030800000000000001,4,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,False,False
BTC-USD,pinball_0p01,full,headline,range,chronos,0.0012436141302323779,0.2009,8,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,False
BTC-USD,pinball_0p01,full,headline,range,ewma,0.0013586860144613629,0.028199999999999999,1,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,False,False
BTC-USD,pinball_0p01,full,headline,range,garch11,0.001303615942057234,0.2009,9,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,False
BTC-USD,pinball_0p01,full,headline,range,garch11_t,0.0013095190435832012,0.15359999999999999,7,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,False
BTC-USD,pinball_0p01,full,headline,range,gjr,0.0012658915586489401,0.47860000000000003,12,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,True
BTC-USD,pinball_0p01,full,headline,range,har,0.0012594813280687378,0.15359999999999999,6,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,False
BTC-USD,pinball_0p01,full,headline,range,lgbm,0.0012974312266756404,0.030800000000000001,3,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,False,False
BTC-USD,pinball_0p01,full,headline,range,moirai,0.0012182118551885542,1,13,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,True
BTC-USD,pinball_0p01,full,headline,range,naive,0.0012850228036199024,0.47860000000000003,11,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,True
BTC-USD,pinball_0p01,full,headline,range,patchtst,0.0013930376089545012,0.0292,2,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,False,False
BTC-USD,pinball_0p01,full,headline,range,timesfm,0.0012314585205203984,0.37790000000000001,10,2791,0,23,10000,1987808525,6bf20d69e854113bbae7d5ad9f4ad6caf35b3754d6a75162d9b46bf7241faf00,True,True
BTC-USD,pinball_0p01,full,headline,semi_quadratic,autoarima,0.0012769397597864774,0.095899999999999999,5,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,False,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,autoets,0.0013050121654908386,0.060699999999999997,4,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,False,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,chronos,0.0012436141302323779,0.14449999999999999,8,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,ewma,0.0013586860144613629,0.012800000000000001,1,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,False,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,garch11,0.001303615942057234,0.14449999999999999,9,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,garch11_t,0.0013095190435832012,0.1069,7,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,gjr,0.0012658915586489401,0.3846,11,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,True
BTC-USD,pinball_0p01,full,headline,semi_quadratic,har,0.0012594813280687378,0.1069,6,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,lgbm,0.0012974312266756404,0.048399999999999999,3,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,False,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,moirai,0.0012182118551885542,1,13,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,True
BTC-USD,pinball_0p01,full,headline,semi_quadratic,naive,0.0012850228036199024,0.3846,12,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,True
BTC-USD,pinball_0p01,full,headline,semi_quadratic,patchtst,0.0013930376089545012,0.019199999999999998,2,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,False,False
BTC-USD,pinball_0p01,full,headline,semi_quadratic,timesfm,0.0012314585205203984,0.33860000000000001,10,2791,0,23,10000,645492202,e1772c5bdc98dcb82f2d72c3b07bdb7f057a8dfec3701d813224b99b4d553ce1,True,True
BTC-USD,pinball_0p01,full,drop_garch11_t,range,autoarima,0.0012769397597864774,0.082900000000000001,5,2791,0,23,10000,1243794427,43553540c5598a08698073669928c024b9bad5ba91fbbb4626e83b5dcf3bd047,False,False
BTC-USD,pinball_0p01,full,drop_garch11_t,range,autoets,0.0013050121654908386,0.036499999999999998,4,2791,0,23,10000,1243794427,43553540c5598a08698073669928c024b9bad5ba91fbbb4626e83b5dcf3bd047,False,False
BTC-USD,pinball_0p01,full,drop_garch11_t,range,chronos,0.0012436141302323779,0.2026,7,2791,0,23,10000,1243794427,43553540c5598a08698073669928c024b9bad5ba91fbbb4626e83b5dcf3bd047,True,False
