asset,loss,rung,model_a,model_b,n,n_dropped,rho1,n_eff,rho_prewhiten,rho_capped,prewhiten,bandwidth,n_lags,mean_diff,variance,statistic,p_value,hln_factor,variance_nonpositive,significant_5pct
BTC-USD,crps,fixed,autoarima,patchtst,2791,0,0.064948714524775381,2450.566963617513,0,False,False,9,8,-0.00012796587096794654,2.9166797219130602e-09,-2.3690376849011368,0.01790216476891409,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoarima,timesfm,2791,0,-0.024137450783636161,2929.0678563619972,0,False,False,9,8,0.00026670968989603007,6.1825863568298288e-10,10.724471075312277,2.5271286309849601e-26,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,chronos,2791,0,0.014011973213819607,2713.8659655451147,0,False,False,9,8,0.00034660346388826148,1.1112363002874829e-09,10.395655333852018,7.3356063961360037e-25,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,ewma,2791,0,0.010772837634936097,2731.5069295105732,0,False,False,9,8,0.00014239083596515669,1.7204798706334389e-09,3.4322540426736268,0.00060730193675220573,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,garch11,2791,0,0.035814220789552598,2597.9972622166774,0,False,False,9,8,3.9988477992239911e-06,2.4641501712451713e-09,0.080542197094366358,0.93581181349014464,0.99982083669120747,False,False
BTC-USD,crps,fixed,autoets,garch11_t,2791,0,-0.042947327018830785,3041.4898488735848,0,False,False,9,8,0.00025038121026243885,2.1841489510479893e-09,5.3565207492848472,9.1750791388599825e-08,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,gjr,2791,0,0.03863878784820541,2583.341941883838,0,False,False,9,8,-1.3587283682463864e-06,2.667102558915011e-09,-0.026304797828889618,0.97901610935103767,0.99982083669120747,False,False
BTC-USD,crps,fixed,autoets,har,2791,0,0.059046902045749639,2479.7769497435006,0,False,False,9,8,0.00013518726541891394,5.3978228658779822e-10,5.8176642320362157,6.6466682148702739e-09,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,lgbm,2791,0,0.088122419151076409,2338.937497616238,0,False,False,9,8,4.1206872083512173e-05,2.1948232729690031e-09,0.8794113259162063,0.37925402834590932,0.99982083669120747,False,False
BTC-USD,crps,fixed,autoets,moirai,2791,0,-0.005153334758256369,2819.9149228977885,0,False,False,9,8,0.00041384517901768623,1.1173837535831275e-09,12.378240243982582,2.6794985895767589e-34,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,naive,2791,0,0.091115933005974689,2324.8633387580035,0,False,False,9,8,-0.00020743507298151009,5.9344245618992901e-09,-2.6922480131508566,0.0071396179807329879,0.99982083669120747,False,True
BTC-USD,crps,fixed,autoets,patchtst,2791,0,0.063607378650132274,2457.177205280716,0,False,False,9,8,-1.4784632147325925e-06,3.2191531707426955e-09,-0.026053248756025993,0.97921672970520435,0.99982083669120747,False,False
BTC-USD,crps,fixed,autoets,timesfm,2791,0,0.01328996845320779,2717.7883762640531,0,False,False,9,8,0.00039319709764924402,1.0596105325395058e-09,12.077007988978057,9.0438920273753205e-33,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,ewma,2791,0,-0.0002723764153830331,2792.5208193860012,0,False,False,9,8,-0.00020421262792310479,1.5035167713448152e-09,-5.2656336345966652,1.5033319507656904e-07,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,garch11,2791,0,0.03150408353344257,2620.515173918383,0,False,False,9,8,-0.00034260461608903747,1.8346489023759083e-09,-7.9972175583364526,1.8465897777760346e-15,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,garch11_t,2791,0,-0.054108740878153185,3110.3125939891402,0,False,False,9,8,-9.6222253625822602e-05,1.5364995108272008e-09,-2.454321741327103,0.01417574812409788,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,gjr,2791,0,0.057532534428894187,2487.3246077762346,0,False,False,9,8,-0.00034796219225650786,2.2670890547239615e-09,-7.3066777125666791,3.5569919972546341e-13,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,har,2791,0,-0.029181191439663183,2958.7855941602061,0,False,False,9,8,-0.00021141619846934751,5.0313909420212421e-10,-9.423590615413481,8.8451863470942958e-21,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,lgbm,2791,0,0.055434116994326467,2497.8189893808467,0,False,False,9,8,-0.00030539659180474929,1.8614550340058063e-09,-7.0771776057386004,1.8534192479907956e-12,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,moirai,2791,0,-0.052537925200458593,3100.5286938329509,0,False,False,9,8,6.7241715129424769e-05,1.9224802443920101e-10,4.8487525722229075,1.3105257457845707e-06,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,naive,2791,0,0.15483062011284635,2042.609278090102,0,False,False,9,8,-0.00055403853686977159,4.455517413017986e-09,-8.2987576964870993,1.6176776680362431e-16,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,patchtst,2791,0,0.088559767856384142,2336.8764518297398,0,False,False,9,8,-0.00034808192710299407,2.9188650817017126e-09,-6.4416429296886495,1.387046598665114e-10,0.99982083669120747,False,True
BTC-USD,crps,fixed,chronos,timesfm,2791,0,-0.10906337340510147,3474.3165594213342,0,False,False,9,8,4.6593633760982549e-05,1.6126110467884437e-10,3.6684613669744888,0.00024857755141460277,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,garch11,2791,0,0.12692788426969845,2162.2894499432809,0,False,False,9,8,-0.0001383919881659327,1.3860873521200609e-09,-3.7165316156530754,0.00020594387956601422,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,garch11_t,2791,0,-0.028976779395358285,2957.5751952709966,0,False,False,9,8,0.00010799037429728213,9.2803024606918316e-10,3.5442648234954306,0.00040017560389765016,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,gjr,2791,0,0.14139243753358235,2099.5177714880074,0,False,False,9,8,-0.00014374956433340307,1.9691428659699875e-09,-3.2388445724807173,0.0012142287460568722,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,har,2791,0,0.012646535591366938,2721.2886454553609,0,False,False,9,8,-7.2035705462427626e-06,1.3861436645771542e-09,-0.19344872643349162,0.84662163945149749,0.99982083669120747,False,False
BTC-USD,crps,fixed,ewma,lgbm,2791,0,0.065946916885111659,2445.6585160840905,0,False,False,9,8,-0.00010118396388164453,3.1001098092085616e-09,-1.8169598624947967,0.069330501678973241,0.99982083669120747,False,False
BTC-USD,crps,fixed,ewma,moirai,2791,0,-0.0086198819176307988,2839.5345428928781,0,False,False,9,8,0.00027145434305252955,1.5451595975118378e-09,6.9045011440609212,6.2137044903884729e-12,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,naive,2791,0,0.13811314253514956,2113.6090334798196,0,False,False,9,8,-0.00034982590894666675,4.1554422044936067e-09,-5.4258218661525301,6.2636827945984568e-08,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,patchtst,2791,0,0.1280302537379516,2157.4488394729997,0,False,False,9,8,-0.00014386929917988928,2.5878686200303473e-09,-2.8276079837987775,0.0047231616546974005,0.99982083669120747,False,True
BTC-USD,crps,fixed,ewma,timesfm,2791,0,0.0089458451973992992,2741.5070483915683,0,False,False,9,8,0.00025080626168408733,1.3339175561068546e-09,6.8658777150209174,8.1136264628772679e-12,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11,garch11_t,2791,0,0.050373723104159343,2523.2989749434792,0,False,False,9,8,0.00024638236246321489,1.7119184484181035e-09,5.953745448615976,2.948634140432083e-09,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11,gjr,2791,0,0.057487178720562193,2487.5509955341281,0,False,False,9,8,-5.3575761674703716e-06,5.8099704211259137e-10,-0.22223045565363403,0.82415075225744161,0.99982083669120747,False,False
BTC-USD,crps,fixed,garch11,har,2791,0,0.060278465402806639,2473.6546941603328,0,False,False,9,8,0.00013118841761968993,1.7563057602307286e-09,3.1298074084961383,0.0017672892409170817,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11,lgbm,2791,0,0.075836945806959918,2397.5185963873678,0,False,False,9,8,3.720802428428821e-05,3.118044797173193e-09,0.66621992637361105,0.50532561973955648,0.99982083669120747,False,False
BTC-USD,crps,fixed,garch11,moirai,2791,0,0.037189530405647618,2590.8514710776776,0,False,False,9,8,0.00040984633121846222,1.9074986791272614e-09,9.3823388175506288,1.2935897345349926e-20,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11,naive,2791,0,0.07763300911972236,2388.8710254428124,0,False,False,9,8,-0.00021143392078073401,1.966014396106906e-09,-4.7676404951052564,1.9596015006796052e-06,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11,patchtst,2791,0,0.14148016072868411,2099.1419332917981,0,False,False,9,8,-5.4773110139565764e-06,3.4464798470150843e-09,-0.09328283008365866,0.92568556999398588,0.99982083669120747,False,False
BTC-USD,crps,fixed,garch11,timesfm,2791,0,0.058163636585980824,2484.1765483168124,0,False,False,9,8,0.00038919824985002001,1.5872050813498611e-09,9.7673452568288504,3.5093617918575252e-22,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,gjr,2791,0,0.089624849492495703,2331.8640780355508,0,False,False,9,8,-0.00025173993863068523,2.1195090964651967e-09,-5.4670955340294238,4.979256596206849e-08,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,har,2791,0,-0.048720693451033456,3076.887550555763,0,False,False,9,8,-0.00011519394484352493,1.7570618202084834e-09,-2.747630404311777,0.0060413529655300542,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,lgbm,2791,0,-0.0074792434379729296,2833.0637418358674,0,False,False,9,8,-0.00020917433817892666,3.7403632011316351e-09,-3.4195873288316174,0.00063616801382871541,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,moirai,2791,0,-0.062277227877385766,3161.7188268710529,0,False,False,9,8,0.00016346396875524738,1.4628068831040118e-09,4.2731754512550317,1.9916369871541957e-05,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,naive,2791,0,0.10200605899062797,2274.3079032185901,0,False,False,9,8,-0.00045781628324394891,4.2036949945830303e-09,-7.059888138185471,2.09469281298675e-12,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,patchtst,2791,0,0.057186842597884979,2489.0505786498779,0,False,False,9,8,-0.00025185967347717144,2.9771158356512086e-09,-4.6151195235351317,4.1061637769948492e-06,0.99982083669120747,False,True
BTC-USD,crps,fixed,garch11_t,timesfm,2791,0,-0.053876548789051064,3108.864328334284,0,False,False,9,8,0.00014281588738680514,1.2725803995189329e-09,4.0027281101635088,6.4247501059284094e-05,0.99982083669120747,False,True
BTC-USD,crps,fixed,gjr,har,2791,0,0.078375083193216413,2385.3065439818333,0,False,False,9,8,0.00013654599378716033,2.1199062419345643e-09,2.9651237210269481,0.003051256975283476,0.99982083669120747,False,True
BTC-USD,crps,fixed,gjr,lgbm,2791,0,0.078887530602212763,2382.8479143273094,0,False,False,9,8,4.2565600451758603e-05,3.8438216853241589e-09,0.68643486092792694,0.49249596996642769,0.99982083669120747,False,False
BTC-USD,crps,fixed,gjr,moirai,2791,0,0.063752243573309372,2456.4624930041919,0,False,False,9,8,0.00041520390738593267,2.3187303946231251e-09,8.6210167289470796,1.0934778256258645e-17,0.99982083669120747,False,True
BTC-USD,crps,fixed,gjr,naive,2791,0,0.088947206031022158,2335.0519969055131,0,False,False,9,8,-0.00020607634461326365,2.5475663998175693e-09,-4.0821369394189269,4.5876883658730918e-05,0.99982083669120747,False,True
BTC-USD,crps,fixed,gjr,patchtst,2791,0,0.15925746920045217,2024.1512052365242,0,False,False,9,8,-1.1973484648620618e-07,3.9361043666343265e-09,-0.0019081365148759977,0.9984776646751744,0.99982083669120747,False,False
BTC-USD,crps,fixed,gjr,timesfm,2791,0,0.085582587448808964,2350.939512053219,0,False,False,9,8,0.00039455582601749046,1.9442294428711778e-09,8.9465766295106501,6.5318664643495211e-19,0.99982083669120747,False,True
BTC-USD,crps,fixed,har,lgbm,2791,0,0.090151933790493896,2329.3871928119265,0,False,False,9,8,-9.398039333540173e-05,1.8631070634782832e-09,-2.1769103066786819,0.029570830849556709,0.99982083669120747,False,True
BTC-USD,crps,fixed,har,moirai,2791,0,-0.04879551787002516,3077.3491350887707,0,False,False,9,8,0.00027865791359877229,3.9619141958479816e-10,13.997195601985657,4.4867096149054793e-43,0.99982083669120747,False,True
BTC-USD,crps,fixed,har,naive,2791,0,0.12231069634556213,2182.6672903287454,0,False,False,9,8,-0.00034262233840042395,4.7108231329139275e-09,-4.99102170691613,6.3752410417822793e-07,0.99982083669120747,False,True
BTC-USD,crps,fixed,har,patchtst,2791,0,0.082550357230448623,2365.3421162972541,0,False,False,9,8,-0.00013666572863364651,2.9779117375220866e-09,-2.5039513914116887,0.012338159119899335,0.99982083669120747,False,True
BTC-USD,crps,fixed,har,timesfm,2791,0,-0.012119819093849007,2859.4828296887272,0,False,False,9,8,0.00025800983223033008,3.99627425189625e-10,12.904191437672994,4.7883507274609085e-37,0.99982083669120747,False,True
BTC-USD,crps,fixed,lgbm,moirai,2791,0,0.050519637709054335,2522.5608318308823,0,False,False,9,8,0.00037263830693417405,2.0137375183254372e-09,8.3024878861398488,1.5688588748301654e-16,0.99982083669120747,False,True
BTC-USD,crps,fixed,lgbm,naive,2791,0,0.1749505699899909,1959.8381565767074,0,False,False,9,8,-0.00024864194506502225,6.551862126781862e-09,-3.0712431651124654,0.0021522477451642206,0.99982083669120747,False,True
BTC-USD,crps,fixed,lgbm,patchtst,2791,0,0.11862741722235584,2199.0439717994459,0,False,False,9,8,-4.2685335298244765e-05,4.0816808342773808e-09,-0.6680075322901442,0.50418403907811005,0.99982083669120747,False,False
BTC-USD,crps,fixed,lgbm,timesfm,2791,0,0.039967692491643253,2576.4744324279618,0,False,False,9,8,0.00035199022556573183,2.0413124320957793e-09,7.7892931142530601,9.4278676124467084e-15,0.99982083669120747,False,True
BTC-USD,crps,fixed,moirai,naive,2791,0,0.14318854325593425,2091.8340984784654,0,False,False,9,8,-0.00062128025199919635,4.7085528629380344e-09,-9.052447346919779,2.5590308532256361e-19,0.99982083669120747,False,True
BTC-USD,crps,fixed,moirai,patchtst,2791,0,0.085125983061600408,2353.1031614143194,0,False,False,9,8,-0.00041532364223241888,3.0173918067615077e-09,-7.5594984787554935,5.4550423606009887e-14,0.99982083669120747,False,True
BTC-USD,crps,fixed,moirai,timesfm,2791,0,-0.052553078607714764,3100.6229225772145,0,False,False,9,8,-2.064808136844223e-05,1.0304567648776665e-10,-2.0337005169243176,0.042076241315891806,0.99982083669120747,False,True
BTC-USD,crps,fixed,naive,patchtst,2791,0,0.1857031142239047,1916.7551986136655,0,False,False,9,8,0.00020595660976677749,5.9850754401248246e-09,2.6617245070541262,0.007818734909506117,0.99982083669120747,False,True
BTC-USD,crps,fixed,naive,timesfm,2791,0,0.12157789706128744,2185.9169084249324,0,False,False,9,8,0.00060063217063075402,4.095022554661943e-09,9.3843160161555748,1.270278580507234e-20,0.99982083669120747,False,True
BTC-USD,crps,fixed,patchtst,timesfm,2791,0,0.080442311842976316,2375.4026286405265,0,False,False,9,8,0.00039467556086397661,2.8460064557325385e-09,7.3968102474040007,1.8354068724608533e-13,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,autoets,2791,0,0.087332442923646711,2342.6645350073236,0.087374816361806606,False,True,0.85491786863740338,0,-0.00012648740775321395,4.0917578619596815e-10,-6.2519358450341738,4.6748990901702449e-10,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,chronos,2791,0,-0.024398128496146237,2930.5962402732544,-0.024415331967614168,False,True,0.30587140869541851,0,0.00022011605613504753,6.8568873930868867e-10,8.40447128277461,6.7545862874942274e-17,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,ewma,2791,0,-0.0065572925128657925,2827.8444063567608,-0.0065667337994393367,False,True,0.011837438260369785,0,1.5903428211942742e-05,1.3734931606509874e-09,0.42904187865750759,0.66792587359156785,0.99982083669120747,False,False
BTC-USD,crps,auto,autoarima,garch11,2791,0,0.049522971510426034,2527.606787583351,0.049891022627946688,False,True,0.50135174587164055,0,-0.00012248855995398997,1.7141434912024698e-09,-2.9579724535761134,0.0031227147090249047,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,garch11_t,2791,0,-0.060185924465672891,3148.4726524247667,-0.06023805462012026,False,True,0.63828710686625789,0,0.0001238938025092249,2.2161709484845763e-09,2.6312986144164436,0.008552744444990967,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,gjr,2791,0,0.071333283218426385,2419.3300508231541,0.071333306938748106,False,True,0.72325370531226751,0,-0.00012784613612146036,2.078520309568844e-09,-2.8037071818681087,0.0050868106722662607,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,har,2791,0,0.098519881885400978,2290.3827697133311,0.099586058669386815,False,True,1.0847287889562158,1,8.6998576656999749e-06,1.9794374537727933e-10,0.61824902344235066,0.53646166437128762,0.99982083669120747,False,False
BTC-USD,crps,auto,autoarima,lgbm,2791,0,0.087806785829556006,2340.425978137464,0.08793385618226518,False,True,0.51221354233698102,0,-8.5280535669701789e-05,1.2950701117678804e-09,-2.3693295049758967,0.017888073498675539,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,moirai,2791,0,-0.04648462770546425,3063.1269099495444,-0.046594214363690899,False,True,0.39207608798886251,0,0.00028735777126447228,6.1627669919664296e-10,11.573301204132422,2.7355298373047488e-30,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,naive,2791,0,0.11312020341929134,2223.7324456542692,0.11316880844755606,False,True,0.48674731883425043,0,-0.00033392248073472401,4.0766681962231611e-09,-5.2289580649388885,1.8307725390773113e-07,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,patchtst,2791,0,0.064948714524775381,2450.566963617513,0.064952619743154485,False,True,0.44779267802661005,0,-0.00012796587096794654,2.8432793425931468e-09,-2.3994216625875402,0.016486198087191716,0.99982083669120747,False,True
BTC-USD,crps,auto,autoarima,timesfm,2791,0,-0.024137450783636161,2929.0678563619972,-0.02417448385996103,False,True,0.14753816119558139,0,0.00026670968989603007,5.9823931607385419e-10,10.902434901392759,3.9241623665410704e-27,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,chronos,2791,0,0.014011973213819607,2713.8659655451147,0.014013116687607302,False,True,0.26889472307497514,0,0.00034660346388826148,1.1661142932149738e-09,10.148094967208714,8.6987247684710256e-24,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,ewma,2791,0,0.010772837634936097,2731.5069295105732,0.010779719591632597,False,True,0.093749828764848997,0,0.00014239083596515669,1.6210994607030634e-09,3.5358952647252297,0.00041301111574090299,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,garch11,2791,0,0.035814220789552598,2597.9972622166774,0.035989096075309562,False,True,0.33914436052351332,0,3.9988477992239911e-06,1.9570681351990364e-09,0.090376201733933292,0.92799475493834127,0.99982083669120747,False,False
BTC-USD,crps,auto,autoets,garch11_t,2791,0,-0.042947327018830785,3041.4898488735848,-0.042964033869069704,False,True,0.62166500793053814,0,0.00025038121026243885,2.6658015108059965e-09,4.8485291708278542,1.3119898409574298e-06,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,gjr,2791,0,0.03863878784820541,2583.341941883838,0.038641617497886659,False,True,0.30720239753127465,0,-1.3587283682463864e-06,2.1712256892836932e-09,-0.029154281440632899,0.97674362902183176,0.99982083669120747,False,False
BTC-USD,crps,auto,autoets,har,2791,0,0.059046902045749639,2479.7769497435006,0.059170542321190178,False,True,0.51703108041169277,0,0.00013518726541891394,4.4626649054500002e-10,6.3982444376341476,1.836945693243579e-10,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,lgbm,2791,0,0.088122419151076409,2338.937497616238,0.08816648751936966,False,True,0.32833341160099178,0,4.1206872083512173e-05,1.7027152864129003e-09,0.99843734188534228,0.31815391823850248,0.99982083669120747,False,False
BTC-USD,crps,auto,autoets,moirai,2791,0,-0.005153334758256369,2819.9149228977885,-0.0051566500531184337,False,True,0.091073563024642493,0,0.00041384517901768623,1.1209308463518169e-09,12.358639767958937,3.3768310534006217e-34,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,naive,2791,0,0.091115933005974689,2324.8633387580035,0.091130186859418941,False,True,0.067331752866026717,0,-0.00020743507298151009,4.5857652109193384e-09,-3.0626577276769216,0.0022147437274300723,0.99982083669120747,False,True
BTC-USD,crps,auto,autoets,patchtst,2791,0,0.063607378650132274,2457.177205280716,0.063607388050951022,False,True,0.58218592307446326,0,-1.4784632147325925e-06,3.278682842884636e-09,-0.02581564633686775,0.97940622825848089,0.99982083669120747,False,False
BTC-USD,crps,auto,autoets,timesfm,2791,0,0.01328996845320779,2717.7883762640531,0.013294298540467302,False,True,0.11777783335721799,0,0.00039319709764924402,1.03393763830202e-09,12.226025978491732,1.6013225823555463e-33,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,ewma,2791,0,-0.0002723764153830331,2792.5208193860012,-0.00027247913964041935,False,True,0.01584192349073647,0,-0.00020421262792310479,1.3073202431828372e-09,-5.6469479469597967,1.7978412068969346e-08,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,garch11,2791,0,0.03150408353344257,2620.515173918383,0.031653856168897765,False,True,0.1376556066097607,0,-0.00034260461608903747,1.6058118261672127e-09,-8.5480699527557462,2.0289640523296098e-17,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,garch11_t,2791,0,-0.054108740878153185,3110.3125939891402,-0.05412590438748454,False,True,0.64261288434736352,0,-9.6222253625822602e-05,1.628770701761758e-09,-2.3837885717999447,0.017201946067716183,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,gjr,2791,0,0.057532534428894187,2487.3246077762346,0.057548261308576376,False,True,0.27965546180317791,0,-0.00034796219225650786,1.9425033798753063e-09,-7.8935679197575732,4.18299783529259e-15,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,har,2791,0,-0.029181191439663183,2958.7855941602061,-0.029198871100973526,False,True,0.43417509935993043,0,-0.00021141619846934751,5.7204637373311001e-10,-8.8378133314056271,1.6924884654494451e-18,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,lgbm,2791,0,0.055434116994326467,2497.8189893808467,0.055446355003557699,False,True,0.39278261146464777,0,-0.00030539659180474929,1.4780471067232698e-09,-7.9422258292877546,2.8530783800771767e-15,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,moirai,2791,0,-0.052537925200458593,3100.5286938329509,-0.052615192828384581,False,True,0.14017798617852748,0,6.7241715129424769e-05,1.8481620868905621e-10,4.9452805823017183,8.0540598875175324e-07,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,naive,2791,0,0.15483062011284635,2042.609278090102,0.15484406829842601,False,True,0.8398057423052343,0,-0.00055403853686977159,3.4573449473449491e-09,-9.4208654448267382,9.0705495655736363e-21,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,patchtst,2791,0,0.088559767856384142,2336.8764518297398,0.088563789115964422,False,True,0.49945632602518436,0,-0.00034808192710299407,2.7754661332656922e-09,-6.6059562316607483,4.7123088635344588e-11,0.99982083669120747,False,True
BTC-USD,crps,auto,chronos,timesfm,2791,0,-0.10906337340510147,3474.3165594213342,-0.10910206419842644,False,True,0.90988582175811961,0,4.6593633760982549e-05,1.6326262121947691e-10,3.6459052887897494,0.00027131995978421571,0.99982083669120747,False,True
BTC-USD,crps,auto,ewma,garch11,2791,0,0.12692788426969845,2162.2894499432809,0.12751622382190775,False,True,0.80552063004726593,0,-0.0001383919881659327,1.0852238473841694e-09,-4.2002338207579042,2.7499690659798181e-05,0.99982083669120747,False,True
BTC-USD,crps,auto,ewma,garch11_t,2791,0,-0.028976779395358285,2957.5751952709966,-0.028976875687443414,False,True,0.30556195651425061,0,0.00010799037429728213,9.0503538385028463e-10,3.5890081979776074,0.00033765344772194268,0.99982083669120747,False,True
BTC-USD,crps,auto,ewma,gjr,2791,0,0.14139243753358235,2099.5177714880074,0.14163079395480629,False,True,1.3105298574557058,1,-0.00014374956433340307,1.5186585572013907e-09,-3.6880657055539254,0.00023027677331603389,0.99982083669120747,False,True
BTC-USD,crps,auto,ewma,har,2791,0,0.012646535591366938,2721.2886454553609,0.012646632675701272,False,True,0.05026526808694648,0,-7.2035705462427626e-06,1.2378590509938176e-09,-0.20470780371519015,0.83781535507127614,0.99982083669120747,False,False
BTC-USD,crps,auto,ewma,lgbm,2791,0,0.065946916885111659,2445.6585160840905,0.065947792363690846,False,True,0.66826547893931165,0,-0.00010118396388164453,2.2531495559744084e-09,-2.1312719172439398,0.03315392058708036,0.99982083669120747,False,True
BTC-USD,crps,auto,ewma,moirai,2791,0,-0.0086198819176307988,2839.5345428928781,-0.0086200215099948643,False,True,0.12760425236074788,0,0.00027145434305252955,1.4224336912753526e-09,7.1961956538639704,7.9222210481498203e-13,0.99982083669120747,False,True
BTC-USD,crps,auto,ewma,naive,2791,0,0.13811314253514956,2113.6090334798196,0.13811654901677115,False,True,0.85162471723406341,0,-0.00034982590894666675,2.9180715979655337e-09,-6.474797387875026,1.1178134458185828e-10,0.99982083669120747,False,True
